hgnc	chrom	all	syn	mis	non	splice_site	frameshift
MYOM2	8	8.64406043730336e-05	2.83439865760724e-05	5.35159433059526e-05	3.01061998233486e-06	1.55109257369847e-06	2.78575253376025e-06
MYOM3	1	7.68899813528504e-05	2.36442443696073e-05	4.92156296136713e-05	2.52858873295674e-06	1.47976029509746e-06	2.73254580056159e-06
MYOT	5	1.87588529865317e-05	4.7218366133239e-06	1.28123686453656e-05	8.68653560499367e-07	3.4299390578145e-07	9.4821999614725e-07
MYOZ1	10	1.23469740447009e-05	3.62763909546502e-06	8.07766927005364e-06	4.45410897313486e-07	1.77357059287797e-07	5.70072141977188e-07
MYOZ2	4	9.43894851445179e-06	2.36986012787482e-06	6.4999337566256e-06	3.68138213082423e-07	1.76084903540864e-07	5.03563725416492e-07
MYOZ3	5	1.55834055093677e-05	4.89890549327064e-06	1.00679666153597e-05	3.9854217972896e-07	1.97546922631906e-07	4.78860599258763e-07
MYPN	10	4.45557748679478e-05	1.25383570454687e-05	2.97399248194646e-05	1.48595758876221e-06	7.78830143112154e-07	1.95154696604595e-06
MYPOP	19	1.55709095441614e-05	4.97018319817216e-06	1.02990034536263e-05	2.65363704767726e-07	1.75307693089366e-08	7.60096189305892e-07
MYRF	11	5.13538968083059e-05	1.62252109252251e-05	3.29359975110421e-05	1.11626743131816e-06	1.05840515355887e-06	2.18907702520484e-06
MYRIP	3	3.75920502339971e-05	1.05994084139183e-05	2.48277059829564e-05	1.47611119639909e-06	6.68037244510155e-07	1.63420680698657e-06
MYSM1	1	3.12648932243739e-05	7.76677276383177e-06	2.09302156248411e-05	1.59412178009103e-06	9.51422841713652e-07	1.57529935232808e-06
MYT1	20	5.87048638998993e-05	1.87629024665098e-05	3.7285495676308e-05	1.63341218476068e-06	1.00363253550696e-06	2.13206981099232e-06
MYT1L	2	5.6992781168765e-05	1.86123423538224e-05	3.67430381756276e-05	1.61943506346327e-06	NA	2.25178496082824e-06
MYZAP	15	1.7216880098064e-05	4.39842702512172e-06	1.13720809941939e-05	9.25286393079679e-07	5.02318361490707e-07	8.87412301018408e-07
MZB1	5	4.9363325443566e-06	1.27634092310098e-06	3.39657193828871e-06	2.43193032025708e-07	NA	3.61045689916253e-07
MZF1	19	4.31296047136706e-05	1.19288132015072e-05	2.98594664556157e-05	1.18082576475372e-06	1.60499291334656e-07	1.39667674782953e-06
MZT1	13	4.32915847369396e-06	1.35384855733041e-06	2.81035118294238e-06	5.25116493593525e-08	9.16754971186466e-08	1.57719959281658e-07
MZT2A	2	8.17985139691962e-06	3.04210481017969e-06	4.87750106551038e-06	1.80009180440557e-07	6.08570573564604e-08	3.0213823524736e-07
MZT2B	2	7.42219661081005e-06	2.49328513679052e-06	4.70430374727291e-06	1.43370342201033e-07	6.18418938207916e-08	3.0213823524736e-07
N4BP1	16	2.81940987364781e-05	7.7548455247323e-06	1.94553930353635e-05	9.67310904378592e-07	NA	1.7045157044944e-06
N4BP2	4	6.08977843090529e-05	1.67149555564305e-05	4.14446870438256e-05	2.05345460481013e-06	6.70014874985354e-07	3.36532587813547e-06
N4BP2L1	13	1.0606644730151e-05	2.74498200540973e-06	7.27064179754711e-06	4.16861696527607e-07	1.53804903444033e-07	4.63658675475775e-07
N4BP2L2	13	2.01518828935964e-05	4.88996924254475e-06	1.4099739714479e-05	9.74342252265653e-07	1.74767300981067e-07	1.10974043637526e-06
N4BP3	5	3.36576500951371e-05	9.0983558755946e-06	2.35339032392938e-05	8.68739722399331e-07	1.39128408989459e-07	1.03563105793242e-06
N6AMT1	21	1.08955043431335e-05	3.635107901498e-06	6.84501862298032e-06	1.75903955877377e-07	2.20628864240203e-07	4.08551701744727e-07
N6AMT2	13	8.94794101260145e-06	2.61084246420366e-06	5.89563333947142e-06	2.8583150996182e-07	1.34192064144982e-07	4.08551701744727e-07
NAA10	X	1.13664247555266e-05	3.40064344015981e-06	7.37369272640519e-06	2.88218298196712e-07	2.82969291062035e-07	4.48456751688262e-07
NAA11	4	1.14638431035816e-05	3.51671618759025e-06	7.55506530454461e-06	3.71312741975478e-07	NA	4.3705530885126e-07
NAA15	4	3.06358708843012e-05	7.9162265356039e-06	2.05282182808638e-05	1.34632885042373e-06	8.28582321226296e-07	1.64750849032717e-06
NAA16	13	3.08762151979023e-05	7.67282606858022e-06	2.08904821603792e-05	1.4630319810152e-06	8.33339310918681e-07	1.64370800934806e-06
NAA20	20	7.06134249302861e-06	2.05924067791678e-06	4.49926875168485e-06	2.59208381349225e-07	2.2311485608487e-07	3.17340159035487e-07
NAA25	12	3.62451750820833e-05	9.16499580198013e-06	2.38807016080492e-05	2.08611459180374e-06	1.10065424289045e-06	1.84893398048492e-06
NAA30	14	2.45897837659439e-05	8.78862841497567e-06	1.4943701859469e-05	7.10336125845372e-07	1.30446047601063e-07	6.89787291798035e-07
NAA35	9	2.79489053346482e-05	6.79547554503455e-06	1.88528653659751e-05	1.36880575458268e-06	9.15052531125568e-07	1.37957458358342e-06
NAA38	7	3.81183938267226e-06	1.07652246769335e-06	2.34185965527411e-06	2.65971356983273e-07	1.0948258737152e-07	1.84323325907408e-07
NAA40	11	1.22958141275292e-05	3.46380686068084e-06	7.89441565032809e-06	6.08771032609899e-07	3.10968639466704e-07	4.52257232638516e-07
NAA50	3	5.54142233114282e-06	1.56514046976635e-06	3.58418949926493e-06	2.36850938287733e-07	1.37415654388434e-07	3.23040880454772e-07
NAA60	16	1.08877471738629e-05	3.56838029655567e-06	7.01192422864721e-06	3.07442648611784e-07	NA	4.61758435002957e-07
NAAA	4	2.0200943991882e-05	6.30557301715482e-06	1.27693848919062e-05	5.96869974858267e-07	5.14789646859338e-07	6.84086570376366e-07
NAALAD2	11	2.65356502828666e-05	6.54379319753384e-06	1.80181483930431e-05	1.14972407841871e-06	7.96766895739408e-07	1.40807819068474e-06
NAALADL1	11	3.79603916780452e-05	1.16234189219636e-05	2.46691185357495e-05	9.34343195813974e-07	7.13079163500943e-07	1.40807819068474e-06
NAALADL2	3	2.82786479312914e-05	7.85599439565442e-06	1.92034246079426e-05	1.20250253141536e-06	NA	1.51259141671974e-06
NAB1	2	1.79131486052779e-05	5.1581578658023e-06	1.16898073714154e-05	7.75877737855682e-07	2.63717589245815e-07	9.2731735094305e-07
NAB2	12	2.13440349359044e-05	5.83278272680376e-06	1.46018838841793e-05	7.09108541076734e-07	2.00259783700265e-07	9.99526488923953e-07
NABP1	2	9.12437735618275e-06	2.47215286331612e-06	6.11718993887687e-06	2.87878007196107e-07	2.19241201370885e-07	3.8954929702125e-07
NABP2	12	1.01226420657742e-05	2.93929619894997e-06	6.5470984023295e-06	3.8998440416679e-07	2.20694966548736e-07	4.0285098033139e-07
NACA	12	3.23270438900694e-05	9.40402322032404e-06	2.1779930387992e-05	7.69204910035139e-07	3.58614340905115e-07	1.75962267822705e-06
NACA2	17	9.2970352505741e-06	2.87397234904154e-06	6.03446435807321e-06	3.62283062606047e-07	1.10266167028573e-08	4.10451942222376e-07
NACC1	19	2.84058273972758e-05	9.45277600585428e-06	1.82888409301456e-05	4.93940178946193e-07	1.54956869806604e-07	1.00332696987026e-06
NACC2	9	3.02472887538234e-05	1.06439640874553e-05	1.90159565284693e-05	3.89857687375714e-07	1.83063962304877e-07	1.11734139828435e-06
NADK	1	2.78883651615784e-05	9.21338211611542e-06	1.77430034237448e-05	5.06656895208872e-07	4.06034716124453e-07	1.12494236015988e-06
NADK2	5	1.4965116447888e-05	3.50014763632505e-06	1.01413072489595e-05	9.53121213735904e-07	3.51743053467135e-07	8.41806529646376e-07
NADSYN1	11	3.96618009775911e-05	1.28485391527068e-05	2.46516240174202e-05	1.2914260403086e-06	8.52856477186164e-07	1.34347001460145e-06
NAE1	16	2.01005253996581e-05	4.93859776922004e-06	1.30756409391183e-05	1.22608503800515e-06	8.38239615841046e-07	1.00522721034032e-06
NAF1	4	2.24192247971317e-05	7.41430920518518e-06	1.39108136287814e-05	7.70903503554058e-07	3.04427118490933e-07	9.40619034253898e-07
NAGA	22	2.03307779897844e-05	5.56308745809151e-06	1.36686524196643e-05	5.9752368299825e-07	4.82530955033504e-07	7.82899074975745e-07
NAGK	2	1.67636207141913e-05	5.30996445884006e-06	1.04667408116955e-05	5.88856881171162e-07	3.80597730582731e-07	7.42994025050094e-07
NAGLU	17	3.1832646529932e-05	9.41747618025474e-06	2.0757935019259e-05	1.43219076817353e-06	2.02703090291292e-07	1.41377891211574e-06
NAGPA	16	3.10401647835384e-05	1.06274573172922e-05	1.95433894835175e-05	5.48063379762397e-07	3.03316531550655e-07	9.80524084206296e-07
NAGS	17	2.72403183224746e-05	9.0621093164521e-06	1.74452490521349e-05	5.16845240729104e-07	1.95345453040239e-07	1.01662865318899e-06
NAIF1	9	2.00306681424167e-05	6.43744485138296e-06	1.32065092291574e-05	3.23094857129989e-07	4.46644558007534e-08	6.23278875225497e-07
NAIP	5	5.30909953584856e-05	1.47906749091814e-05	3.53754449936692e-05	2.32696323356231e-06	5.78054323184347e-07	2.6679376244279e-06
NALCN	13	8.21314267896828e-05	2.27168896035265e-05	5.43409051157534e-05	3.08360391515877e-06	1.97126022302822e-06	3.30451818297122e-06
NAMPT	7	1.69768913823265e-05	4.72452837925992e-06	1.11845093623168e-05	6.29179583319609e-07	4.19939030203885e-07	9.34918312847544e-07
NANOG	12	1.08108378802599e-05	3.02775395772567e-06	7.12980657060682e-06	4.97711405198837e-07	1.36753531544931e-07	5.81473584814163e-07
NANOS1	10	6.89087001664397e-06	2.58403771725969e-06	4.16917624805143e-06	1.37656051368126e-07	NA	5.56770458658685e-07
NANOS2	19	9.72522612131903e-06	3.26294495320379e-06	6.2524129964225e-06	1.70489727733142e-07	2.19595449456609e-08	2.64133425780067e-07
NANOS3	19	1.20603308400017e-05	3.73170801446488e-06	7.81995277344352e-06	4.46945731841987e-07	4.24227719772655e-08	3.66746411340252e-07
NANP	20	1.10668209279156e-05	3.25056243894372e-06	7.39625041886387e-06	3.62586695552595e-07	4.43120838267734e-08	4.73159877834448e-07
NANS	9	1.78916517686277e-05	5.37847639266747e-06	1.18263040927342e-05	4.51119633490047e-07	2.22684691660841e-07	6.84086570376366e-07
NAP1L1	12	1.43356350552909e-05	3.4668430786841e-06	9.6615225347304e-06	6.1416379232637e-07	5.74304699340368e-07	7.44894265515495e-07
NAP1L2	X	1.8364161331366e-05	5.23653473146656e-06	1.25231563916285e-05	5.73112684354806e-07	1.10119059968069e-08	8.76010858171639e-07
NAP1L3	X	1.84324971833046e-05	5.04218762260208e-06	1.27380618173483e-05	6.15548152257606e-07	1.72705055747834e-08	9.63421919933296e-07
NAP1L4	11	1.61973926558744e-05	4.65809744499328e-06	1.02073079137472e-05	6.16031314454639e-07	7.01263525491365e-07	7.14490417948033e-07
NAP1L5	4	1.16315763692049e-05	4.46358984480972e-06	6.74508347125609e-06	3.85970146068927e-07	2.25981039624166e-08	3.4774400660547e-07
NAPA	19	1.69062608478319e-05	5.79821535018284e-06	1.00899111871217e-05	5.54287291935646e-07	4.50552608089524e-07	5.62471180085096e-07
NAPB	20	9.19146420875299e-06	2.34639273017147e-06	6.10944336503106e-06	2.94774447224892e-07	4.15826047129257e-07	5.68171901497693e-07
NAPEPLD	7	1.56957970387242e-05	4.22895787037364e-06	1.0582849875134e-05	7.37485962764014e-07	1.33489274766678e-07	7.4869474645318e-07
NAPG	18	1.2031487798094e-05	3.3210225369121e-06	8.01646809249253e-06	6.73679579055623e-07	NA	5.94775268133934e-07
NAPRT1	8	2.3748809687406e-05	7.77377287298468e-06	1.47271223989464e-05	8.30047360694007e-07	4.17867054845309e-07	1.02422961509257e-06
NAPSA	19	2.32811714192392e-05	7.38072990743301e-06	1.49115560144554e-05	6.08899948356378e-07	3.59694075857374e-07	8.00001239230256e-07
NARF	17	2.10746890478656e-05	6.02340178407833e-06	1.39111559663555e-05	7.62642385318215e-07	3.58534190761166e-07	7.56295708349392e-07
NARFL	16	2.46909265311032e-05	8.22504994200872e-06	1.52144361032878e-05	8.54351392537595e-07	3.76544665976375e-07	9.06414705742785e-07
NARG2	15	3.53801253182382e-05	9.30246799537343e-06	2.37396207005426e-05	1.47104091501635e-06	8.50305840720293e-07	1.86793638520128e-06
NARS	18	2.48861133176237e-05	6.49434958528783e-06	1.60493658195284e-05	1.75317467457056e-06	5.68707043826132e-07	1.04323201981722e-06
NARS2	11	1.98526022831676e-05	4.96962960799249e-06	1.34270769083541e-05	8.95023511728111e-07	5.3525291361852e-07	9.08314946211848e-07
NASP	1	2.83150481614135e-05	8.4016818907692e-06	1.84154931129323e-05	8.90809382403218e-07	5.95142428084548e-07	1.49928973340084e-06
NAT1	8	1.03196084911365e-05	2.58621899883185e-06	7.11686941878067e-06	5.80594533097724e-07	1.54887821492821e-08	5.52969977722652e-07
NAT10	11	4.57397625465747e-05	1.24346171153843e-05	3.03285676595027e-05	1.74173142623645e-06	1.2088470845926e-06	1.94964672557933e-06
NAT14	19	5.90989208433063e-06	2.09349325118467e-06	3.65505448000618e-06	1.44126257057352e-07	NA	3.93349777966745e-07
NAT16	7	2.67212613446311e-05	8.90459192327739e-06	1.72159190500176e-05	5.12559764908934e-07	7.01651394261968e-08	7.03088975109516e-07
NAT2	8	1.05143719865458e-05	2.95885325533285e-06	7.11499584939032e-06	4.04586691034372e-07	1.54933738262389e-08	5.52969977722652e-07
NAT6	3	1.27735883238263e-05	3.15105070709227e-06	9.20100269376566e-06	2.92192820967754e-07	1.11369603876753e-07	5.45369015819405e-07
NAT8	2	1.02336161454097e-05	2.63651341085625e-06	7.2465353264766e-06	3.07324140319839e-07	2.09075854439098e-08	4.33254827901873e-07
NAT8L	4	1.0871316833767e-05	3.57665385149987e-06	7.00466716324392e-06	2.25525828320651e-07	4.47502539988964e-08	5.75772863393456e-07
NAT9	17	1.00997706303264e-05	3.29537643910261e-06	6.2754456809604e-06	2.90137993016421e-07	2.17351529278564e-07	3.95250018434696e-07
NAV1	1	9.16443010831945e-05	2.72791296392662e-05	6.07101638420071e-05	2.45223764164058e-06	1.19005120325566e-06	3.56865160877366e-06
NAV2	11	0.000123555312118183	3.72368012408262e-05	8.1669390094984e-05	2.93231388143604e-06	1.69505845158291e-06	4.72969853794904e-06
NAV3	12	9.22810608488142e-05	2.54849291109524e-05	6.16136450611162e-05	3.3433101656533e-06	1.81826431390801e-06	4.49216847878484e-06
NBAS	2	9.55882204116978e-05	2.53800600573659e-05	6.35098743971462e-05	4.40073185442682e-06	2.27857013040996e-06	4.5073704025397e-06
NBEA	13	0.000106641320505667	2.77029807249649e-05	7.39695606718471e-05	4.95201424079813e-06	NA	5.60000867468585e-06
NBEAL1	2	5.11706338658193e-05	1.26773819327913e-05	3.40267147537825e-05	2.96867869711749e-06	1.47552092004843e-06	5.1211480753919e-06
NBEAL2	3	0.000135247542511804	4.0185238189481e-05	9.14919684979237e-05	3.57033582478116e-06	NA	5.23516250384624e-06
NBL1	1	8.17564219869437e-06	2.82032699013502e-06	5.078570489655e-06	1.68853627338622e-07	1.0789109150514e-07	4.10451942222376e-07
NBN	8	2.67556244712374e-05	7.3332426676747e-06	1.76536895184068e-05	1.10987308511347e-06	6.38318837951369e-07	1.43468155731082e-06
NBPF11	1	3.04824567797915e-05	9.02719966191174e-06	1.91922666865538e-05	1.44495228017103e-06	7.96643865493375e-07	1.74822123537299e-06
NBPF14	1	3.42285679754838e-05	9.9724622018674e-06	2.18199770245452e-05	1.47715898797307e-06	9.39476218671892e-07	1.75202171632722e-06
NBPF15	1	2.62603850227611e-05	7.77533254558252e-06	1.66042927445508e-05	1.23846921996738e-06	6.22749529743325e-07	1.27506135755761e-06
NBPF16	1	2.62603850227611e-05	7.77533254558252e-06	1.66042927445508e-05	1.23846921996738e-06	6.22749529743325e-07	1.27506135755761e-06
NBPF24	1	3.05363699867543e-05	9.04316573994748e-06	1.92262113474756e-05	1.44750791447935e-06	7.98052860375456e-07	1.64560824984959e-06
NBPF3	1	2.57580084325125e-05	7.56526856133826e-06	1.62226869936036e-05	1.37332744554016e-06	5.83436615255868e-07	1.20475246003938e-06
NBPF7	1	1.56799592738343e-05	4.38301517637972e-06	1.02629134723513e-05	7.09831072922815e-07	3.07664858070387e-07	8.01901479710863e-07
NBR1	17	3.29522374632564e-05	9.19865988852562e-06	2.22847730852392e-05	1.45214176135231e-06	NA	1.83753253762567e-06
NCALD	8	9.11831777206481e-06	2.70549406970564e-06	6.00324265405908e-06	3.02914677296991e-07	8.86290928520418e-08	3.68646651811436e-07
NCAM1	11	4.24082116322831e-05	1.41107061779076e-05	2.68877089065553e-05	1.34394547418843e-06	3.73434461789912e-08	1.67917916485379e-06
NCAM2	21	3.28848954676016e-05	9.05071885179572e-06	2.17409809200515e-05	1.08872861211588e-06	9.83904340573792e-07	1.59240151658736e-06
NCAN	19	6.35879325704295e-05	1.83837639487093e-05	4.24321420091704e-05	2.0657509626411e-06	6.88384081131201e-07	2.51211790564638e-06
NCAPD2	12	6.05444357530376e-05	1.47322755829159e-05	4.18383922813214e-05	2.62411494887141e-06	1.33033518279297e-06	2.66413714350073e-06
NCAPD3	11	6.49568471172067e-05	1.8291424450737e-05	4.2554846148571e-05	2.46742776641114e-06	1.62946732244863e-06	2.84846046942175e-06
NCAPG	4	3.40473657910181e-05	8.97965322609162e-06	2.28535269608369e-05	1.33562500584895e-06	8.59815606113806e-07	1.93064432083724e-06
NCAPG2	7	4.79707009420026e-05	1.29972106609004e-05	3.21915880888044e-05	1.59696539733032e-06	1.1642966789069e-06	2.17387510141964e-06
NCAPH	2	2.96912864992672e-05	8.54524261415281e-06	1.9386424695517e-05	9.34448278006985e-07	8.08427023406355e-07	1.40997843115897e-06
NCAPH2	22	2.77948350680875e-05	8.55561775990995e-06	1.76251452188305e-05	8.47016748080888e-07	7.67055341389314e-07	1.15344596725231e-06
NCBP1	9	3.25219088184185e-05	8.14312376105998e-06	2.19500875223936e-05	1.44927155614152e-06	9.66147120801571e-07	1.50309021435339e-06
NCBP2	3	9.44971559854766e-06	2.57019229740811e-06	6.33806773311716e-06	3.95151364797336e-07	1.27269552548603e-07	2.98337754301689e-07
NCCRP1	19	1.07058370151126e-05	2.90269234692172e-06	7.1913290670464e-06	3.87279688778539e-07	2.0274997874287e-07	5.24466370612304e-07
NCDN	1	4.00040165190352e-05	1.28054220585592e-05	2.60321572462553e-05	8.9854994305448e-07	2.67887271258499e-07	1.38717554547529e-06
NCEH1	3	2.09413137363546e-05	6.57356530645782e-06	1.37217335067645e-05	4.80418069426774e-07	1.50917518590602e-07	8.53207972485331e-07
NCF1	7	2.74891577635767e-05	8.84631350759115e-06	1.7614086643408e-05	6.22563752936587e-07	3.88653412489901e-07	7.42994025050094e-07
NCF2	1	2.1580954745921e-05	5.82733530294651e-06	1.41358971809478e-05	9.70213821345962e-07	6.28229316831153e-07	1.00142672939994e-06
NCF4	22	1.6768936075284e-05	4.63211800851525e-06	1.14088160953849e-05	4.67450758976861e-07	2.43950626280996e-07	6.63183925167531e-07
NCK1	3	1.37528948321408e-05	3.49573192789003e-06	9.48180386223917e-06	6.57523557294921e-07	8.93527616651728e-08	7.18290898895286e-07
NCK2	2	2.97401564242577e-05	1.075797397996e-05	1.83531565695337e-05	5.18192184005227e-07	9.07978849722051e-08	7.23991620301097e-07
NCKAP1	2	4.32690446790313e-05	1.09261264996942e-05	2.887333535149e-05	1.96557129515108e-06	1.48415422746151e-06	2.15677293714961e-06
NCKAP1L	12	4.59547740256638e-05	1.13705198513875e-05	3.14349610386437e-05	1.55526166512307e-06	1.57620834357308e-06	2.14347125384577e-06
NCKAP5	2	7.58495795421839e-05	2.23280218162001e-05	5.05152116502534e-05	3.00634607644284e-06	NA	3.6294593039376e-06
NCKAP5L	12	6.10480067098281e-05	1.82054925158087e-05	4.07528929553871e-05	1.95655855747724e-06	1.16064921923689e-07	2.53682103179304e-06
NCKIPSD	3	3.20512976260927e-05	9.21289745680155e-06	2.12693694522225e-05	1.08520923840069e-06	4.66027953854302e-07	1.37387386214962e-06
NCL	2	2.93798194973476e-05	8.68000033044596e-06	1.8661009002562e-05	1.31932637888896e-06	6.93840236716615e-07	1.35107097648561e-06
NCLN	19	3.26481140557627e-05	1.11748654031606e-05	2.02990230120982e-05	5.83197982398706e-07	5.6912378350737e-07	1.07173562690803e-06
NCMAP	1	5.3232194841421e-06	1.65969251238394e-06	3.42367735594511e-06	1.25698578892301e-07	8.62382302661491e-08	1.95724768743018e-07
NCOA1	2	5.43012325322676e-05	1.4534252126041e-05	3.64960785542416e-05	2.44443645793511e-06	8.05565393791111e-07	2.66033666256893e-06
NCOA2	8	5.76461311854843e-05	1.57465634141939e-05	3.97542919698435e-05	2.14527580130672e-06	NA	2.78385229331895e-06
NCOA3	20	5.358077585928e-05	1.33718940480489e-05	3.63702131078566e-05	2.92479904682692e-06	8.93038121873373e-07	2.7078426743613e-06
NCOA4	10	2.13318224482223e-05	5.41433150306558e-06	1.45445992144088e-05	1.03497995019748e-06	3.37911780239213e-07	1.23705654809469e-06
NCOA5	20	2.92558362503302e-05	6.79617840458437e-06	2.04906607009468e-05	1.68489316039186e-06	2.66254340764474e-07	1.10213947448092e-06
NCOA6	20	7.97126777899077e-05	2.2234014261331e-05	5.36586268408561e-05	3.28001603084312e-06	5.25352108164464e-07	3.92209633675328e-06
NCOA7	6	3.624816375351e-05	9.91223120747305e-06	2.36593640644525e-05	1.91646990263852e-06	7.43559199767438e-07	1.79192676629126e-06
NCOR1	17	0.000102892251519445	2.66483086903547e-05	6.92717380977559e-05	4.9357574245033e-06	2.01857375303028e-06	4.63848699524746e-06
NCOR2	12	0.000145491279064845	4.74491773501059e-05	9.29623301620511e-05	3.0377188068536e-06	2.04205274555362e-06	4.77910479021696e-06
NCR1	19	1.44957721142078e-05	4.09449760842047e-06	9.26148479814908e-06	7.30476339568841e-07	3.92658395729388e-07	5.79573344347313e-07
NCR2	6	1.00221064387315e-05	3.05023050310339e-06	6.4210300631442e-06	3.64223532925339e-07	1.58112467880788e-07	5.14965168247102e-07
NCR3	6	8.47045440409676e-06	2.35756852413007e-06	5.68908248051674e-06	3.08831728830702e-07	1.14971670481315e-07	3.38242804240396e-07
NCS1	9	1.0139590100819e-05	3.46765594386253e-06	6.07721159711124e-06	3.06542991809673e-07	2.61595628211756e-07	3.6294593039376e-07
NCSTN	1	3.13060327534084e-05	8.37076722578673e-06	2.08663857130381e-05	1.33323959507892e-06	7.17659733149254e-07	1.3491707360145e-06
NDC1	1	2.32739886702653e-05	6.04593894367788e-06	1.5518262842108e-05	9.53883363861902e-07	7.29389138822893e-07	1.28266231944465e-06
NDC80	18	2.34217998537017e-05	6.15304056216539e-06	1.53050695750647e-05	1.16278600427534e-06	7.7585015338924e-07	1.22185462429161e-06
NDE1	16	1.89244166007786e-05	5.55383198935857e-06	1.23057029831237e-05	7.3263724536925e-07	3.14327628023174e-07	6.38480799014183e-07
NDEL1	17	1.32564126016484e-05	3.66996251110804e-06	8.40425748379508e-06	8.11426696215173e-07	3.56072656564611e-07	6.251791157012e-07
NDFIP1	5	6.79860437882459e-06	1.80088854169868e-06	4.53742024454041e-06	2.05137892502259e-07	2.4210491980874e-07	4.21853385062171e-07
NDFIP2	13	8.60690679370201e-06	2.5414536748444e-06	5.53224553094023e-06	2.71505970056489e-07	2.39744567448143e-07	6.40381039485236e-07
NDN	15	2.08459553785571e-05	7.02693411253315e-06	1.33279580550707e-05	4.48481371672102e-07	2.3123368602356e-08	6.11877432394245e-07
NDNF	4	2.11667571952406e-05	6.02267726756805e-06	1.43689096279374e-05	6.66132381715412e-07	8.93286966411375e-08	1.08123682926993e-06
NDNL2	15	1.79936647609412e-05	5.69944512669786e-06	1.17491332703486e-05	5.0721031325544e-07	2.12837236487143e-08	5.79573344347313e-07
NDOR1	9	3.3666315296363e-05	9.78145371761792e-06	2.25763692674697e-05	7.55353931887715e-07	5.35026897460744e-07	1.15344596725231e-06
NDP	X	6.14062166706061e-06	1.62137414132431e-06	4.15135532880082e-06	3.25084357525758e-07	4.28078394336442e-08	2.5463222341346e-07
NDRG1	8	2.01616011010883e-05	6.06923564071409e-06	1.27880072736294e-05	5.79708991939956e-07	7.24649195079433e-07	7.50594986942164e-07
NDRG2	14	1.74866599201565e-05	4.90100623830546e-06	1.13752716992359e-05	5.76273435045709e-07	6.17610972886124e-07	7.06889456048075e-07
NDRG3	20	1.50759078165539e-05	4.04120533098271e-06	9.72203962509851e-06	5.66130433942219e-07	7.33257838804175e-07	7.14490417948033e-07
NDRG4	16	1.86148043402587e-05	5.5876116076669e-06	1.19501774429349e-05	3.46718868947601e-07	7.13740851971665e-07	7.44894265515495e-07
NDST1	5	5.2074311502698e-05	1.64077641447375e-05	3.34063262624656e-05	1.41642546295612e-06	8.23351621607853e-07	1.67791233789428e-06
NDST2	10	4.20811531255738e-05	1.00525727628413e-05	2.99691128211521e-05	1.49603154205405e-06	5.42085873823975e-07	1.67981257834625e-06
NDST3	4	3.16821275685813e-05	8.32463412379414e-06	2.11545144706074e-05	1.53060949218397e-06	6.467252575879e-07	1.66081017360874e-06
NDST4	4	3.16531492905465e-05	8.23069141311727e-06	2.08277956234208e-05	1.91076758194519e-06	6.58215297864085e-07	1.65890993313105e-06
NDUFA1	X	3.77361948557955e-06	1.13787912004436e-06	2.45684560332317e-06	7.81781915600273e-08	8.80336936414142e-08	1.3491707360145e-07
NDUFA10	2	1.53006978908775e-05	4.25811152980682e-06	1.00579898072076e-05	5.8676157157013e-07	3.78897416760025e-07	6.76485608474591e-07
NDUFA11	19	3.121615673643e-06	1.15373486257954e-06	1.88048595332956e-06	4.13591989596234e-08	4.60356587632802e-08	4.35155068375693e-07
NDUFA12	12	7.29823284717623e-06	1.82948971374141e-06	4.94656970564353e-06	3.73507603533696e-07	1.33999703007506e-07	2.77435109092514e-07
NDUFA13	19	8.98835137576059e-06	2.70362558104982e-06	5.88087587119997e-06	2.4830723359731e-07	1.35091989744059e-07	2.75534868618937e-07
NDUFA2	5	5.83782489989474e-06	1.80451303870989e-06	3.79990411341104e-06	1.61709801285904e-07	7.16979465424229e-08	1.46318516439861e-07
NDUFA3	19	5.54951630243162e-06	1.8992188224823e-06	3.42340425710606e-06	7.18229233475731e-08	1.35970783244147e-07	1.61520440225147e-07
NDUFA4	7	3.74633532862555e-06	9.23810771944779e-07	2.4643906230844e-06	8.74300502505788e-08	2.57082883925492e-07	1.55819718805643e-07
NDUFA4L2	12	5.18421270811972e-06	1.46136244673899e-06	3.43863154515666e-06	1.56058517389632e-07	1.14917829031632e-07	1.67221161646447e-07
NDUFA5	7	4.53347029004454e-06	1.39556633627439e-06	2.76947362320318e-06	1.69596135305438e-07	1.79008655078472e-07	2.22328135372895e-07
NDUFA6	22	9.90370348758956e-06	2.65181944519718e-06	6.90718954234255e-06	2.27515284043836e-07	9.21898355279467e-08	2.94537273354453e-07
NDUFA7	19	6.33700853638385e-06	1.79143023183025e-06	4.17627079765459e-06	2.1270065597912e-07	1.34794798598166e-07	2.16627413952922e-07
NDUFA8	9	7.99730387321995e-06	2.03394613159384e-06	5.52394932090667e-06	2.89598052570099e-07	1.35132232779878e-07	3.28741601874167e-07
NDUFA9	12	1.84587427457016e-05	4.5440611204154e-06	1.25502937483418e-05	7.97549769032899e-07	5.47076596293832e-07	7.18290898895286e-07
NDUFAB1	16	9.37973863397327e-06	2.94768756628556e-06	6.13626100939996e-06	1.45079917564808e-07	1.32688993316249e-07	2.98337754301689e-07
NDUFAF1	15	1.34483189938571e-05	3.45795747135406e-06	9.34278968866487e-06	4.95368132335654e-07	1.32322176446475e-07	6.23278875225497e-07
NDUFAF2	5	6.64635487407421e-06	1.74714360190268e-06	4.28717009716519e-06	4.54229399565123e-07	1.32883777457141e-07	3.23040880454772e-07
