gene	gene_id	R2	p_value_adj
PSMG3	ENSG00000157778	0.630716874368504	9.67578375311194e-13
CABP1	ENSG00000157782	0.473413080510551	6.35559487465126e-16
WDR19	ENSG00000157796	0.835960163825161	3.88474181325748e-39
SLC37A3	ENSG00000157800	0.734232352587362	1.75741850387192e-19
FMNL2	ENSG00000157827	0.950042163641928	1.00377027377616e-135
GAREML	ENSG00000157833	0.785208261868344	4.12046085184716e-24
DPYSL5	ENSG00000157851	0.70433675822708	4.11785660479135e-16
DRC1	ENSG00000157856	0.621430189015436	8.7946248908162e-50
RAB28	ENSG00000157869	0.412256860897585	7.69547328348998e-07
FAM213B	ENSG00000157870	0.68698417447773	7.44567440765161e-15
TNFRSF14	ENSG00000157873	0.504738714658228	1.74594429043875e-08
PANK4	ENSG00000157881	0.907310493878683	7.61383032704308e-66
MEGF11	ENSG00000157890	0.571200301495961	2.75461490948367e-32
C12orf43	ENSG00000157895	0.752368847786141	1.35636080985182e-20
PEX10	ENSG00000157911	0.755072120235639	4.14329508866726e-21
RADIL	ENSG00000157927	0.857311449366868	1.76291941658353e-38
WIPI2	ENSG00000157954	0.589254596481222	9.7736898352888e-11
LDLRAP1	ENSG00000157978	0.701815906229628	2.15312805079053e-17
PAFAH2	ENSG00000158006	0.754355688098569	3.45953465263486e-20
EXTL1	ENSG00000158008	0.677296316296407	3.57262062262557e-17
TRIM63	ENSG00000158022	0.950871145110688	4.65944404699189e-138
MRPL17	ENSG00000158042	0.86163726307621	3.74325976786056e-42
GRHL3	ENSG00000158055	0.782535716840643	4.52124520086953e-59
UBXN11	ENSG00000158062	0.754078575247564	2.68743565452264e-21
GALNT14	ENSG00000158089	0.884023639521398	3.52366075086428e-62
NCK1	ENSG00000158092	0.639563117987325	2.57767501728886e-13
RHPN1	ENSG00000158106	0.776188172341711	2.88365332546447e-28
LRRC43	ENSG00000158113	0.632381207256147	1.09278203710626e-53
AAED1	ENSG00000158122	0.896886227464551	1.01578960066884e-62
EYA3	ENSG00000158161	0.679554268339338	2.4567852834107e-16
DZIP1L	ENSG00000158163	0.83879249717983	1.26985547943082e-36
TMSB15A	ENSG00000158164	0.550285914597473	2.20119197262897e-09
MRAS	ENSG00000158186	0.866620521422527	1.95417728414738e-50
ESYT3	ENSG00000158220	0.70874474139742	4.94227260370091e-20
FAM46B	ENSG00000158246	0.641526223041863	1.24994001324997e-21
RNF207	ENSG00000158286	0.894505216885365	2.18014421743918e-70
CUL4B	ENSG00000158290	0.69208937198736	6.86807489261503e-16
GPR153	ENSG00000158292	0.564818566753342	1.27712778086305e-08
AUTS2	ENSG00000158321	0.701135509759736	2.70163925794897e-14
RIBC1	ENSG00000158423	0.510116188843132	2.55014005727806e-19
C2orf62	ENSG00000158428	0.660110445496017	7.50856722597615e-33
CNOT11	ENSG00000158435	0.771953010328339	1.29695070680565e-29
KCNB1	ENSG00000158445	0.372683033893076	0.000336117417321537
TSPAN33	ENSG00000158457	0.894757799502553	1.48768693728157e-52
NRG2	ENSG00000158458	0.333551228006762	4.43048771126931e-11
AHCYL2	ENSG00000158467	0.72595543980481	1.72024991099417e-17
CD1D	ENSG00000158473	0.805526713456393	2.19751246474986e-32
CD1C	ENSG00000158481	0.29323259149318	2.73166657455794e-08
FAM86C1	ENSG00000158483	0.598018497618519	9.57214607295206e-12
CPA2	ENSG00000158516	0.200651940860269	1.91225654836402e-12
CPA5	ENSG00000158525	0.185088295199431	1.47354249076915e-10
ZC3H18	ENSG00000158545	0.80763021217104	9.31633836668228e-31
ZFAND2B	ENSG00000158552	0.518237051953146	1.39676004103065e-09
GDPD5	ENSG00000158555	0.766385081641508	1.82666072948887e-24
DYNC1I1	ENSG00000158560	0.6624643902117	1.85039033271484e-21
ALAS2	ENSG00000158578	0.499616561574724	1.66963930663232e-07
TMED4	ENSG00000158604	0.686746697243061	4.82205672628106e-14
ZSCAN12	ENSG00000158691	0.614429217228142	3.98179510794434e-12
TAGLN2	ENSG00000158710	0.609330190266509	6.96334568867273e-09
ELK4	ENSG00000158711	0.573485159509766	2.18920645408665e-12
SLAMF8	ENSG00000158714	0.262910324452053	1.5437069360557e-12
RNF166	ENSG00000158717	0.704136262385117	1.13808768088088e-19
HTR6	ENSG00000158748	0	NA
ITLN2	ENSG00000158764	0.169872990302371	1.67391732963389e-09
F11R	ENSG00000158769	0.775188524229679	1.33161402799829e-20
PLA2G2F	ENSG00000158786	1.85523067115843e-15	NA
SPATA2L	ENSG00000158792	0.517064686347062	6.24158997637192e-09
ZNF276	ENSG00000158805	0.698483995059345	1.01781174491896e-16
NPM2	ENSG00000158806	0.303389660276758	4.32694918303566e-32
FGF17	ENSG00000158815	0.539404580982979	1.09376486665983e-24
VWA5B1	ENSG00000158816	0.767995686810562	3.57359664615952e-44
CDA	ENSG00000158825	0.547682523248085	3.86746448776121e-23
PINK1	ENSG00000158828	0.647632202545897	2.61035985249886e-12
DMTN	ENSG00000158856	0.587812039297941	1.81873934785142e-09
ADAMTS4	ENSG00000158859	0.747066192835696	5.78926458230272e-21
FAM160B2	ENSG00000158863	0.765810693119529	5.88793147860047e-28
NDUFS2	ENSG00000158864	0.838028289834884	1.89488079489111e-35
SLC5A11	ENSG00000158865	0.453462654166724	2.51240852230433e-12
FCER1G	ENSG00000158869	0.732828187155848	4.11188681657069e-17
APOA2	ENSG00000158874	0	NA
TOMM40L	ENSG00000158882	0.71121399270821	2.48260819839202e-21
MPZ	ENSG00000158887	0.784089426581203	1.81581725247688e-27
CCAR2	ENSG00000158941	0.782243904539869	1.9690055135e-23
WNT9B	ENSG00000158955	0.730469109072594	1.99917816655237e-45
CACHD1	ENSG00000158966	0.858298969530591	3.67870585912114e-41
CDC42SE2	ENSG00000158985	0.787051236024196	4.63914853375364e-27
EPB41	ENSG00000159023	0.727591363150532	4.89492968580015e-19
MIS18A	ENSG00000159055	0.479500269150984	2.74530024607396e-08
ALG8	ENSG00000159063	0.648340481519873	3.32660295807143e-13
FBXW5	ENSG00000159069	0.791727807393485	3.44732207039271e-29
IFNAR2	ENSG00000159110	0.43052726630962	2.97607749442579e-07
MRPL10	ENSG00000159111	0.588706099286245	1.57892636926872e-09
IFNGR2	ENSG00000159128	0.720771635580949	9.5663770635227e-18
GART	ENSG00000159131	0.489112711636722	3.84708073850708e-07
SV2A	ENSG00000159164	0.563314190423194	3.05962224377009e-08
LAD1	ENSG00000159166	0.839875584280577	2.13756028963508e-34
TNNI1	ENSG00000159173	0.977155767966706	3.02021729296634e-256
CSRP1	ENSG00000159176	0.464582297936599	1.35589735773863e-07
ATP5G1	ENSG00000159199	0.904579142473258	1.81964963787826e-70
RCAN1	ENSG00000159200	0.715692799107726	3.74296516626846e-18
C1orf51	ENSG00000159208	0.5011520953962	2.15138315344967e-08
CLIC6	ENSG00000159212	0.648269933572506	7.25957429888351e-13
CCDC24	ENSG00000159214	0.787936478370967	3.46544732418961e-24
RUNX1	ENSG00000159216	0.50545637450624	3.76537749710487e-08
IGF2BP1	ENSG00000159217	0.776266599460582	4.6299871544225e-23
GIP	ENSG00000159224	0.166419400207111	4.1002281918926e-06
CBR3	ENSG00000159231	0.292326228450294	8.26140004130672e-20
C2orf81	ENSG00000159239	0.636897460031769	9.01532722442756e-14
ACTC1	ENSG00000159251	0.937651733720227	1.82082096253967e-92
MORC3	ENSG00000159256	0.708758290652649	1.71717278407077e-18
CLDN14	ENSG00000159261	0.5269234356965	6.73073923985801e-20
SCUBE1	ENSG00000159307	0.922847750413552	5.48825491300293e-76
ARHGAP27	ENSG00000159314	0.728843080455978	6.9760528324087e-20
PTMS	ENSG00000159335	0.620120386593125	8.86615097754611e-13
ADIPOR1	ENSG00000159346	0.657705434854401	3.2177229428439e-14
CYB5R1	ENSG00000159348	0.84127298831534	1.68636671720238e-33
ATP13A2	ENSG00000159363	0.635213514942287	1.51106504168185e-12
M1AP	ENSG00000159374	0.409381090222213	3.01534846675834e-53
IRX6	ENSG00000159387	0.738295381854288	2.89670868644457e-23
C1R	ENSG00000159403	0.715462595312251	4.41068019944234e-17
CELF3	ENSG00000159409	0.725783202820606	1.89735854547392e-17
ALDH4A1	ENSG00000159423	0.607847242710396	1.89389053819593e-11
STARD9	ENSG00000159433	0.753537789164198	1.48223692317314e-21
UBR1	ENSG00000159459	0.609286319519674	2.78196203647848e-10
RSPRY1	ENSG00000159579	0.77969168222715	1.50806166873004e-22
CCDC17	ENSG00000159588	0.536477783909288	1.68727221208775e-10
NAE1	ENSG00000159593	0.613993956534157	1.36346644273775e-10
GPR114	ENSG00000159618	0.558298130137583	8.79107801706459e-26
CCDC135	ENSG00000159625	0.487693659809401	2.75549622400354e-17
SPON2	ENSG00000159674	0.841518589465273	1.98536458419431e-34
CHCHD6	ENSG00000159685	0.857250209524243	2.64331574913732e-42
CTBP1	ENSG00000159692	0.622865589636946	2.62974790037107e-13
LRRC36	ENSG00000159708	0.515092628266464	2.8742888789214e-23
TPPP3	ENSG00000159713	0.7223701348354	5.04802037495816e-16
ZDHHC1	ENSG00000159714	0.707800897893991	3.71467508240582e-20
RLTPR	ENSG00000159753	0.18444996066737	4.06836672699225e-08
C16orf86	ENSG00000159761	0.661747909041777	1.18352237514759e-20
FAM131B	ENSG00000159784	0.647950401169318	2.39809829068649e-13
RGS12	ENSG00000159788	0.805006239570313	7.86949677765287e-30
PSKH1	ENSG00000159792	0.563810355161268	1.01190310146321e-10
ZYX	ENSG00000159840	0.832313230889896	8.25656188610145e-33
ABR	ENSG00000159842	0.709610484847106	9.01353219476867e-16
CCDC117	ENSG00000159873	0.637181703615046	9.4050666178927e-13
ZNF230	ENSG00000159882	0.780961374207876	1.48266458196491e-25
CCDC107	ENSG00000159884	0.531817653491467	8.23781154336067e-09
ZNF222	ENSG00000159885	0.417132156543898	1.28894731237657e-06
NPR2	ENSG00000159899	0.677515342343754	2.75959866520633e-12
ZNF233	ENSG00000159915	0.616510364133483	6.12539906198526e-12
TNFRSF13C	ENSG00000159958	0.380233111693845	1.00615172021056e-08
PTGIR	ENSG00000160013	0.705240140238723	5.457608533591e-25
CCDC28B	ENSG00000160050	0.652856812002957	2.52721799018825e-13
IQCC	ENSG00000160051	0.623422645142813	4.38106115318382e-10
ATAD3B	ENSG00000160072	0.611533851548058	6.52438805214397e-13
SSU72	ENSG00000160075	0.673059657937816	2.58038351507469e-15
UBE2J2	ENSG00000160087	0.624360881188517	1.50440101976127e-13
ZNF362	ENSG00000160094	0.715116368257798	6.03478524467642e-18
FNDC5	ENSG00000160097	0.882474780322716	1.23427108051159e-43
CPAMD8	ENSG00000160111	0.882735855471913	2.27359646121852e-59
NR2F6	ENSG00000160113	0.664052165840809	5.76580021433268e-15
ANKLE1	ENSG00000160117	0.711703217970591	2.99799695183888e-20
VMA21	ENSG00000160131	0.588691215540713	7.51967577755399e-11
KALRN	ENSG00000160145	0.67544235986831	5.48028853057278e-14
TMPRSS3	ENSG00000160183	0.601290997887089	1.79769980210894e-42
RSPH1	ENSG00000160188	0.831310550778473	6.87056288001669e-124
SLC37A1	ENSG00000160190	0.768074606916494	1.36565168584888e-16
PDE9A	ENSG00000160191	0.844502428016094	5.02873506270486e-38
WDR4	ENSG00000160193	0.668347206938749	3.51539954497669e-15
NDUFV3	ENSG00000160194	0.780659225322529	3.99879175158273e-25
PKNOX1	ENSG00000160199	0.73106949358098	4.14975862250325e-19
CBS	ENSG00000160200	0.563750289643504	1.93674815300346e-06
HSF2BP	ENSG00000160207	0.482801979851692	6.0587704003006e-19
RRP1B	ENSG00000160208	0.733871176011311	2.3478601046012e-18
G6PD	ENSG00000160211	0.844047256432224	1.59394372484293e-34
RRP1	ENSG00000160214	0.745259676971725	8.5119786837772e-22
TRAPPC10	ENSG00000160218	0.648536123618935	5.32093200943378e-14
GAB3	ENSG00000160219	0.868466401010286	4.71842277745127e-49
C21orf33	ENSG00000160221	0.829854779106737	3.75382607162837e-34
ICOSLG	ENSG00000160223	0.678262752045892	1.85267082764259e-14
C21orf2	ENSG00000160226	0.679167241899706	2.26055574248804e-17
ITGB2	ENSG00000160255	0.607452549222733	1.04932607549233e-09
FAM207A	ENSG00000160256	0.815466036872916	8.1810514091219e-36
RALGDS	ENSG00000160271	0.767687640518682	5.36149426745978e-23
FTCD	ENSG00000160282	0.669536576986176	4.30184643225126e-12
SPATC1L	ENSG00000160284	0.586931873379763	3.5401883682497e-11
LSS	ENSG00000160285	0.685591789700405	2.24384661764742e-13
VAV2	ENSG00000160293	0.308418094333759	4.03779494421662e-05
MCM3AP	ENSG00000160294	0.719730270732631	6.56395529397834e-21
C21orf58	ENSG00000160298	0.638221603784041	3.60554966533159e-13
PCNT	ENSG00000160299	0.575452895798502	3.59015562743569e-11
S100B	ENSG00000160307	0.812829784648716	4.16573931928105e-31
PRMT2	ENSG00000160310	0.665105952151077	1.90903520410175e-12
ADAMTS13	ENSG00000160323	0.553933382980524	9.89166524858915e-11
CACFD1	ENSG00000160325	0.567451396881281	3.38310654173243e-11
SLC2A6	ENSG00000160326	0.617295709158648	1.76838203021345e-13
FCN2	ENSG00000160339	0.158423129755756	1.75955728252303e-09
C9orf116	ENSG00000160345	0.691724389230686	7.58580200218313e-23
GPSM1	ENSG00000160360	0.774970749519292	3.59316538866506e-25
C19orf47	ENSG00000160392	0.899231878661137	3.56094111276032e-61
C9orf117	ENSG00000160401	0.706243543765236	6.62846296577824e-40
TOR2A	ENSG00000160404	0.501210055811335	5.68183854452176e-09
ST6GALNAC6	ENSG00000160408	0.595968537511765	1.80087778986118e-10
SHKBP1	ENSG00000160410	0.814858878508768	2.10267151992107e-27
RDH13	ENSG00000160439	0.681620830414611	6.47794784217173e-12
ZER1	ENSG00000160445	0.587506315474002	4.98417605555378e-10
ZDHHC12	ENSG00000160446	0.58417005453782	1.04170306546339e-10
PKN3	ENSG00000160447	0.804999694469939	1.11883468879451e-28
BRSK1	ENSG00000160469	0.665618089871608	4.00555579620674e-15
COX6B2	ENSG00000160471	0.733575217535728	1.82576659066062e-31
TMEM190	ENSG00000160472	0.415491616914062	3.8939246288015e-35
PPAPDC3	ENSG00000160539	0.902923597935944	1.29393955710822e-59
MED27	ENSG00000160563	0.533820993235223	7.91454032097608e-08
DEDD2	ENSG00000160570	0.549520171058321	2.26868347988773e-09
MPZL3	ENSG00000160588	0.86476346049655	1.500211626082e-43
AMICA1	ENSG00000160593	0.626562620960737	1.4557959524533e-16
NEK8	ENSG00000160602	0.821336286827176	1.21290722902214e-27
TLCD1	ENSG00000160606	0.552055670814433	7.41833183598931e-07
PCSK7	ENSG00000160613	0.520550160586797	3.80727516887575e-08
SAFB	ENSG00000160633	0.539747926765942	3.59881302586376e-09
S100A1	ENSG00000160678	0.540803423320879	1.12262987200743e-13
ZBTB7B	ENSG00000160685	0.722061531470981	4.26864990380911e-14
FLAD1	ENSG00000160688	0.684206737518052	7.27825701945613e-19
SHC1	ENSG00000160691	0.745776765096835	6.71758960626879e-20
NLRX1	ENSG00000160703	0.537026764553595	1.24208799938627e-07
ADAR	ENSG00000160710	0.788278811038822	1.66921330946378e-25
IL6R	ENSG00000160712	0.480302404869141	3.56629846839564e-07
CHRNB2	ENSG00000160716	0.518624528180988	6.59775100917848e-12
CRTC2	ENSG00000160741	0.634190927241466	1.07135390677594e-13
ANO10	ENSG00000160746	0.691534280595948	7.55684007816169e-15
RUSC1	ENSG00000160753	0.482257864588773	1.42868163869509e-08
FAM189B	ENSG00000160767	0.548537535308738	1.97200043894747e-10
PAQR6	ENSG00000160781	0.478921125627596	5.40916312989294e-08
PMF1	ENSG00000160783	0.571782670581705	1.81185499998368e-10
LMNA	ENSG00000160789	0.886589486903766	5.20127418596595e-52
CCR5	ENSG00000160791	0.21479503410652	1.6912589807937e-08
NBEAL2	ENSG00000160796	0.769301421834715	8.41374865426132e-26
CCDC12	ENSG00000160799	0.722262452698331	1.3498134492982e-19
PTH1R	ENSG00000160801	0.811887312829395	4.27778489341821e-23
UBQLN4	ENSG00000160803	0.680628704046904	1.94881247966126e-13
MYL3	ENSG00000160808	0.956963807183713	4.43448106900982e-264
PPP1R35	ENSG00000160813	0.775879921281818	1.23520687502263e-24
GPATCH4	ENSG00000160818	0.488207823008084	1.35272680223705e-09
AZGP1	ENSG00000160862	0.573572928546789	1.04222152897986e-09
FGFR4	ENSG00000160867	0.771175467973617	1.01018389335662e-25
CYP3A7	ENSG00000160870	0.495398467665244	0.000106772390401538
NACC1	ENSG00000160877	0.522786166824254	2.86477900551452e-09
LY6K	ENSG00000160886	0.213886496307858	4.23928891114797e-09
CPSF4	ENSG00000160917	0.706251050854881	4.04419647935445e-20
LY6E	ENSG00000160932	0.723988352521361	4.51441832110396e-18
VPS28	ENSG00000160948	0.748105439783564	2.13872539330608e-25
TONSL	ENSG00000160949	0.710263746085009	4.10370303535333e-19
PTGER1	ENSG00000160951	0.578194008886966	2.90502457431542e-20
MUM1	ENSG00000160953	0.698626664675198	1.1066329414344e-17
RECQL4	ENSG00000160957	0.76241987484316	4.02737548098529e-27
LRRC14	ENSG00000160959	0.626467954269543	5.50838358365145e-13
PPP1R16A	ENSG00000160972	0.79195573166016	1.81782980376674e-30
ORAI2	ENSG00000160991	0.756378986504837	1.03701028313379e-17
ALKBH4	ENSG00000160993	0.546184167491979	1.9526652383177e-09
SH2B2	ENSG00000160999	0.666769653765004	1.61003903691572e-19
C5orf45	ENSG00000161010	0.538998523310962	9.28708383174215e-10
SQSTM1	ENSG00000161011	0.664764679817379	4.43434292947574e-15
MGAT4B	ENSG00000161013	0.761773095304223	1.47614372743672e-21
RPL8	ENSG00000161016	0.777743323676758	3.59420324029591e-30
MAML1	ENSG00000161021	0.77171736353708	6.26194468080392e-24
LRWD1	ENSG00000161036	0.742906022559277	1.8351220886466e-22
FBXL13	ENSG00000161040	0.334562774233605	2.00478063467199e-10
NAPEPLD	ENSG00000161048	0.543069130000236	1.09716006541647e-09
MFSD12	ENSG00000161091	0.693954158845817	1.60829908525543e-17
AC008132.13	ENSG00000161103	0.398878872813432	4.54176537552043e-14
YDJC	ENSG00000161179	0.467876014878801	7.88671584156935e-07
CCDC116	ENSG00000161180	0.17827852847393	1.2154543307798e-08
DVL3	ENSG00000161202	0.774701628034512	4.95148870580139e-23
AP2M1	ENSG00000161203	0.639724394114404	1.58590307293501e-14
ABCF3	ENSG00000161204	0.64214287565176	4.07970724501812e-14
PCYT1A	ENSG00000161217	0.849358807206022	1.0093403140052e-43
DMKN	ENSG00000161249	0.598754756522408	7.45376684628496e-09
BDH1	ENSG00000161267	0.489071817277374	7.95418926186816e-06
NPHS1	ENSG00000161270	0.8595176881424	1.93782001160891e-47
COX7A1	ENSG00000161281	0.938276468017643	2.52697336536254e-110
ZNF382	ENSG00000161298	0.707830338328577	4.03770157976571e-18
DUSP14	ENSG00000161326	0.544507973421748	2.89456919202583e-09
LRRC56	ENSG00000161328	0.715904183305902	1.15282238653005e-20
PLXDC1	ENSG00000161381	0.824994890079405	3.98040208525662e-35
PGAP3	ENSG00000161395	0.699650024938109	1.4279664018969e-18
SAP30BP	ENSG00000161526	0.589099920204843	8.13200589098234e-13
ACOX1	ENSG00000161533	0.575094922375417	4.20914342197518e-10
CYGB	ENSG00000161544	0.707128082887596	1.32289995348929e-16
TMEM143	ENSG00000161558	0.833379746243644	3.90641113943117e-35
ALDH16A1	ENSG00000161618	0.596198656115069	2.52708942516058e-11
ITGA5	ENSG00000161638	0.680513196428729	3.27924537748634e-15
SIGLEC11	ENSG00000161640	0.824093404977771	2.19479126465493e-45
ZNF385A	ENSG00000161642	0.640664630087318	9.42091141587389e-14
MPP3	ENSG00000161647	0.710622843606414	2.61622069207025e-13
CD300LG	ENSG00000161649	0.620188439320594	2.65943465723452e-36
ASB16	ENSG00000161664	0.804391569730362	1.25364195338787e-60
EMC10	ENSG00000161671	0.645562121179255	2.84458057272767e-12
JOSD2	ENSG00000161677	0.795354862353796	1.0138202658056e-32
SHANK1	ENSG00000161681	0.866477589224431	3.2493182973312e-47
FAM171A2	ENSG00000161682	0.80466136665758	7.75348441523852e-31
DBF4B	ENSG00000161692	0.671354094421279	1.67553232839131e-15
PLCD3	ENSG00000161714	0.757509375364007	1.03357772926383e-20
FMNL3	ENSG00000161791	0.686554015383144	2.14234849723459e-15
RAVER1	ENSG00000161847	0.627483667701906	1.69185980698111e-13
SPC24	ENSG00000161888	0.67670417255206	9.41695456968023e-14
LEMD2	ENSG00000161904	0.712240761167752	3.73494500498703e-19
ZNF653	ENSG00000161914	0.727870976282599	4.21131227422803e-28
CXCL16	ENSG00000161921	0.636946203611057	3.17432732182958e-10
SCIMP	ENSG00000161929	0.45241018935854	2.30385201222123e-19
BCL6B	ENSG00000161940	0.423605616386653	7.32484399339928e-07
ASGR2	ENSG00000161944	0.718515860228764	1.2455926762805e-17
TNFSF13	ENSG00000161955	0.275785035425217	2.12190456448052e-14
CCDC42	ENSG00000161973	0.107295647146743	3.3588273911642e-09
SNRNP25	ENSG00000161981	0.676933452855927	7.97399030033145e-16
C16orf11	ENSG00000161992	0.898853662607156	6.06128457642983e-78
WDR90	ENSG00000161996	0.693155361162811	4.00966124330796e-17
JMJD8	ENSG00000161999	0.663810315042496	4.36382052887646e-16
CCDC78	ENSG00000162004	0.317010183913074	1.74309057042912e-10
SSTR5	ENSG00000162009	0.264374559470389	7.85043381212245e-18
SPSB3	ENSG00000162032	0.781381003470071	5.93574884636194e-31
C16orf59	ENSG00000162062	0.644320150954929	2.51769737828387e-15
CCNF	ENSG00000162063	0.707892188837482	7.14487715363293e-16
AMDHD2	ENSG00000162066	0.695226925482012	2.75345803348159e-19
CCDC64B	ENSG00000162069	0.801907709145526	1.90819196077611e-75
PAQR4	ENSG00000162073	0.533710488459312	4.11524363292753e-10
FLYWCH2	ENSG00000162076	0.696649803781454	1.00379676689216e-16
ZG16B	ENSG00000162078	0.520213187530237	1.41211225918618e-09
ADCY9	ENSG00000162104	0.877374648304058	1.16390522412269e-47
SHANK2	ENSG00000162105	0.873532764410432	4.15139056459801e-56
CYB561A3	ENSG00000162144	0.737580773488918	3.59811348639596e-20
ASRGL1	ENSG00000162174	0.847816296760422	9.49800354247399e-41
GNG3	ENSG00000162188	0.615643179617174	4.78535289328063e-15
UBXN1	ENSG00000162191	0.80683093547252	3.7114784199831e-31
TAF6L	ENSG00000162227	0.653145817110898	3.18318562237753e-14
SLC25A45	ENSG00000162241	0.624336768327281	1.68446612439826e-11
RPL29	ENSG00000162244	0.775786146981908	6.57402687371413e-24
ITIH3	ENSG00000162267	0.637454506637063	2.06992242674921e-11
ZFPL1	ENSG00000162300	0.769234582867491	1.12536440375275e-24
RPS6KA4	ENSG00000162302	0.789158499986579	5.18297987361852e-26
LRP5	ENSG00000162337	0.695536079074095	7.81192820683795e-16
TPCN2	ENSG00000162341	0.667609277289772	3.43630889610336e-12
FGF19	ENSG00000162344	0.350431737017297	1.04747592861714e-11
PDZK1IP1	ENSG00000162366	0.441313511825981	2.22179851261523e-08
TAL1	ENSG00000162367	0.702888343296861	8.52924581558608e-17
CMPK1	ENSG00000162368	0.795616722478281	4.18095028570259e-24
ELAVL4	ENSG00000162374	0.782521716795777	3.67409556444216e-31
ACOT11	ENSG00000162390	0.905589541349055	3.16464951113954e-75
FAM151A	ENSG00000162391	0.46628195341556	5.354371410188e-06
BSND	ENSG00000162399	0.872594282079691	2.90635463897118e-76
PPAP2B	ENSG00000162407	0.632316349376778	1.78916221993135e-12
PRKAA2	ENSG00000162409	0.803316823747625	8.72942965159393e-32
KLHL21	ENSG00000162413	0.937269401361174	4.741143216906e-98
ZSWIM5	ENSG00000162415	0.699435577003097	4.68273972698784e-16
GMEB1	ENSG00000162419	0.730203559280782	5.90257660343684e-19
SLC45A1	ENSG00000162426	0.630285131366063	3.21932038611301e-20
AK4	ENSG00000162433	0.546165722391461	9.70031731248824e-10
RBP7	ENSG00000162444	0.884168035647143	3.63632157495083e-64
FBLIM1	ENSG00000162458	0.744268538210698	2.45103591438113e-19
AKR7A3	ENSG00000162482	0.372220883891504	3.84682745673598e-10
DRAXIN	ENSG00000162490	0.907994841826786	5.76416896035217e-109
PDPN	ENSG00000162493	0.453477143360568	6.32324692072661e-08
MATN1	ENSG00000162510	0.250269766692579	4.04836605554247e-07
LAPTM5	ENSG00000162511	0.589587242931384	2.50950433368276e-10
SYNC	ENSG00000162520	0.638411002325877	4.53305710064898e-15
RBBP4	ENSG00000162521	0.636307492831479	9.23794692035494e-12
KIAA1522	ENSG00000162522	0.893125353861246	9.99578966896111e-48
TMCO4	ENSG00000162542	0.778002958051518	1.29084822659446e-24
UBXN10	ENSG00000162543	0.689084354917673	1.22647696409965e-19
CAMK2N1	ENSG00000162545	0.818682549369597	7.61802110334932e-27
ALPL	ENSG00000162551	0.703516788748277	7.59506125734929e-15
WNT4	ENSG00000162552	0.934168413383065	6.31358492538778e-153
TTLL10	ENSG00000162571	0.441727591741477	2.8785784656594e-25
SCNN1D	ENSG00000162572	0.625325587447478	2.45852182865011e-14
MXRA8	ENSG00000162576	0.416446776639784	1.00932087804819e-07
C1orf86	ENSG00000162585	0.629922569088611	8.21363175596056e-15
MEGF6	ENSG00000162591	0.659669411955048	1.17583114739382e-18
DIRAS3	ENSG00000162595	0.602143267085357	4.3737463190914e-12
NFIA	ENSG00000162599	0.672322552654253	5.83046687190889e-15
OMA1	ENSG00000162600	0.551943214196641	1.12995329663109e-09
NEXN	ENSG00000162614	0.94081346633562	4.85721905875082e-123
DNAJB4	ENSG00000162616	0.673651611181707	2.18573089739553e-13
ELTD1	ENSG00000162618	0.594437204196816	9.50896687462394e-12
TYW3	ENSG00000162623	0.510327360831968	7.18465953001641e-09
SNX7	ENSG00000162627	0.688686400662694	4.08997197708676e-16
B3GALT2	ENSG00000162630	0.744847700089843	1.28067241482127e-19
NTNG1	ENSG00000162631	0.7020814781759	2.64141926136692e-18
FAM102B	ENSG00000162636	0.758495255426248	2.65602229795257e-22
HENMT1	ENSG00000162639	0.758094403775526	4.24541565797511e-20
WDR63	ENSG00000162643	0.23489554075163	4.066655980768e-09
ATXN7L2	ENSG00000162650	0.695272403786244	2.01472937818971e-18
GBP4	ENSG00000162654	0.823092317185483	3.18238052192803e-31
BRINP3	ENSG00000162670	0.739220300439223	2.18372299193153e-22
KCNT2	ENSG00000162687	0.84778768573982	1.45403637613773e-37
AGL	ENSG00000162688	0.809790768899703	2.75359983985842e-27
VCAM1	ENSG00000162692	0.702400314279639	1.60216310827756e-17
EXTL2	ENSG00000162694	0.826338438117723	1.92687561918754e-32
SLC30A7	ENSG00000162695	0.697761388247539	5.95751980710951e-18
ARPC5	ENSG00000162704	0.620491820757261	1.47381049868245e-10
CADM3	ENSG00000162706	0.646552504243047	6.77399711933299e-11
NLRP3	ENSG00000162711	0.332199057666898	1.44015818825278e-09
ZNF496	ENSG00000162714	0.449486545746218	2.94273782531112e-08
TRIM58	ENSG00000162722	0.455283890316954	4.93986341521992e-07
IGSF8	ENSG00000162729	0.628032396572548	5.84505060569288e-11
DDR2	ENSG00000162733	0.689791953237201	6.28685759219611e-14
PEA15	ENSG00000162734	0.823348065361829	4.61984112400126e-35
NCSTN	ENSG00000162736	0.588658519106983	6.67886209799514e-08
VANGL2	ENSG00000162738	0.841450621027429	3.48974473706078e-35
SLAMF6	ENSG00000162739	0.27512291546465	3.86610458774168e-15
FCRLB	ENSG00000162746	0.55340405739141	2.4362284493424e-42
SLC9C2	ENSG00000162753	0.396762646527695	3.0148902523679e-12
KLHDC9	ENSG00000162755	0.764877611651819	1.51279960422417e-21
LMX1A	ENSG00000162761	0.674598827310901	7.51198056464998e-44
DENND2D	ENSG00000162777	0.724860146420115	1.71281442837859e-14
TDRD5	ENSG00000162782	0.644002165256242	4.62093381414243e-21
