SYMBOL	n_ptv	n_missense	n_syn	n_nonsyn	p_mupit	p_dnw	p_dnm	p_adj
GPR182	0	1	0	1	1	1	1	1
GPR20	0	3	0	3	1	1	1	1
GPR35	0	1	0	1	1	1	1	1
GPR50	0	0	1	0	1	1	1	1
GPR98	0	5	0	5	1	1	1	1
GPRC5B	0	3	0	3	1	1	1	1
GPRC5C	0	2	0	2	1	1	1	1
GPS1	0	1	0	1	1	1	1	1
GPSM2	1	0	0	1	0.0168451803513953	1	0.0168451803513953	1
GPT	0	1	0	1	1	1	1	1
GPT2	0	1	0	1	1	1	1	1
GRAMD1C	0	0	1	0	1	1	1	1
GRAMD4	0	1	0	1	1	1	1	1
GREB1L	1	0	0	1	1	1	1	1
GRHL2	1	0	0	1	0.0173279200046454	1	0.0173279200046454	1
GRIA4	0	1	0	1	1	1	1	1
GRIK1	1	0	0	1	0.0197351148028244	1	0.0197351148028244	1
GRIK3	0	2	0	2	1	1	1	1
GRIK4	0	0	1	0	1	1	1	1
GRIN2B	0	0	1	0	1	1	1	1
GRIN2C	0	1	1	1	1	1	1	1
GRINA	1	0	0	1	0.00877138479115411	1	0.00877138479115411	1
GRIP1	0	0	1	0	1	1	1	1
GRM2	0	1	0	1	1	1	1	1
GRM5	0	1	0	1	1	1	1	1
GRM6	0	0	1	0	1	1	1	1
GRSF1	1	0	0	1	0.00905474806924517	1	0.00905474806924517	1
GSE1	0	1	0	1	1	1	1	1
GSN	0	0	1	0	1	1	1	1
GSPT1	0	1	0	1	1	1	1	1
GSPT2	0	0	1	0	1	1	1	1
GTDC1	0	1	0	1	1	1	1	1
GTF2H1	0	0	0	0	1	1	1	1
GTF2H3	0	1	0	1	1	1	1	1
GTF2IRD1	0	2	0	2	1	1	1	1
GTF3A	0	0	1	0	1	1	1	1
GTF3C1	0	1	0	1	1	1	1	1
GTPBP1	0	1	0	1	1	1	1	1
GTPBP4	1	0	0	1	0.0170569292434836	1	0.0170569292434836	1
GUCY1A3	0	1	0	1	1	1	1	1
GUCY1B3	0	0	1	0	1	1	1	1
GYLTL1B	0	1	0	1	1	1	1	1
GZF1	0	0	1	0	1	1	1	1
H2BFM	0	1	0	1	1	1	1	1
H3F3A	0	1	0	1	1	1	1	1
HAO2	0	1	0	1	1	1	1	1
HAP1	0	1	0	1	1	1	1	1
HAPLN4	0	1	0	1	1	1	1	1
HAS3	0	0	1	0	1	1	1	1
HAUS3	0	2	0	2	1	1	1	1
HCAR3	0	0	1	0	1	1	1	1
HCFC1	0	1	1	1	1	1	1	1
HDAC11	0	0	1	0	1	1	1	1
HDAC7	1	1	0	2	0.0205538929678954	1	0.0205538929678954	1
HDAC8	1	1	0	2	0.0040436220659686	1	0.0040436220659686	1
HDDC3	0	1	0	1	1	1	1	1
HDLBP	0	0	1	0	1	1	1	1
HECTD1	1	1	0	2	0.0641777299736852	1	0.0641777299736852	1
HECTD3	0	1	0	1	1	1	1	1
HECTD4	0	2	0	2	1	1	1	1
HELQ	0	1	0	1	1	1	1	1
HELZ	0	1	0	1	1	1	1	1
HEPACAM	0	2	0	2	1	1	1	1
HEPACAM2	0	1	0	1	1	1	1	1
HEPH	0	0	1	0	1	1	1	1
HERC1	0	1	0	1	1	1	1	1
HERC2	0	1	0	1	1	1	1	1
HERC4	1	0	0	1	0.023336920968323	1	0.023336920968323	1
HEXDC	0	0	1	0	1	1	1	1
HEY1	0	1	0	1	1	1	1	1
HEY2	0	1	0	1	1	1	1	1
HGS	0	1	0	1	1	1	1	1
HHIP	1	0	0	1	0.014673243473918	1	0.014673243473918	1
HHIPL2	0	0	1	0	1	1	1	1
HHLA3	1	0	0	1	0.00214796351704427	1	0.00214796351704427	1
HID1	0	1	0	1	1	1	1	1
HIP1	0	1	1	1	1	1	1	1
HIP1R	0	3	0	3	1	1	1	1
HIRA	1	0	1	1	0.0248930727151674	1	0.0248930727151674	1
HIST1H2BB	0	0	1	0	1	1	1	1
HIST1H2BG	0	1	0	1	1	1	1	1
HIST1H4C	0	1	0	1	1	1	1	1
HIVEP1	0	0	1	0	1	1	1	1
HIVEP2	0	4	1	4	1	1	1	1
HIVEP3	0	1	0	1	1	1	1	1
HK1	1	0	0	1	0.0201664605136946	1	0.0201664605136946	1
HK2	0	1	0	1	1	1	1	1
HK3	0	0	1	0	1	1	1	1
HKR1	0	1	0	1	1	1	1	1
HLTF	0	1	0	1	1	1	1	1
HMCN1	0	4	0	4	1	1	1	1
HMMR	0	1	0	1	1	1	1	1
HMX3	0	0	1	0	1	1	1	1
HNF4A	0	1	1	1	1	1	1	1
HNRNPA1L2	0	1	0	1	1	1	1	1
HNRNPF	0	0	1	0	1	1	1	1
HNRNPK	2	0	0	2	8.20164721952414e-05	1	8.20164721952414e-05	1
HNRNPU	1	1	0	2	0.020184920020347	1	0.020184920020347	1
HOXA10	0	1	0	1	1	1	1	1
HOXA7	0	1	0	1	1	1	1	1
HOXD10	0	1	0	1	1	1	1	1
HPS3	0	1	0	1	1	1	1	1
HPS5	0	0	1	0	1	1	1	1
HR	0	1	1	1	1	1	1	1
HRH1	0	0	1	0	1	1	1	1
HSD11B1	0	1	0	1	1	1	1	1
HSD17B4	0	1	0	1	1	1	1	1
HSD3B2	0	1	0	1	1	1	1	1
HSF2BP	0	1	0	1	1	1	1	1
HSP90AA1	0	2	0	2	1	1	1	1
HSP90B1	0	0	2	0	1	1	1	1
HSPA8	0	1	0	1	1	1	1	1
HSPG2	0	2	0	2	1	1	1	1
HTATSF1	0	1	0	1	1	1	1	1
HTR5A	0	1	0	1	1	1	1	1
HUWE1	0	1	0	1	1	1	1	1
HYAL1	0	1	0	1	1	1	1	1
HYAL4	0	1	0	1	1	1	1	1
HYDIN	0	1	0	1	1	1	1	1
IAPP	1	1	0	2	0.00154098944611976	1	0.00154098944611976	1
IARS	0	1	0	1	1	1	1	1
IARS2	0	0	1	0	1	1	1	1
ICA1L	0	1	0	1	1	1	1	1
IDH3B	0	1	0	1	1	1	1	1
IDH3G	0	1	0	1	1	1	1	1
IDI2	0	1	0	1	1	1	1	1
IFITM2	0	0	1	0	1	1	1	1
IFNGR2	0	1	0	1	1	1	1	1
IFNK	1	0	0	1	0.00482430767051276	1	0.00482430767051276	1
IFRD2	0	1	0	1	1	1	1	1
IFT140	0	1	1	1	1	1	1	1
IFT172	0	0	1	0	1	1	1	1
IGDCC4	0	1	0	1	1	1	1	1
IGF1R	0	1	0	1	1	1	1	1
IGF2BP2	0	1	0	1	1	1	1	1
IGF2R	0	3	0	3	1	1	1	1
IGHMBP2	0	1	0	1	1	1	1	1
IGSF10	0	1	0	1	1	1	1	1
IGSF21	0	0	0	0	1	1	1	1
IGSF22	0	0	1	0	1	1	1	1
IGSF8	0	0	1	0	1	1	1	1
IK	0	1	0	1	1	1	1	1
IKZF1	0	1	0	1	1	1	1	1
IKZF2	0	1	0	1	1	1	1	1
IKZF4	0	1	0	1	1	1	1	1
IKZF5	0	1	0	1	1	1	1	1
IL11	1	0	0	1	0.00390544480857896	1	0.00390544480857896	1
IL11RA	0	1	0	1	1	1	1	1
IL12RB1	0	1	0	1	1	1	1	1
IL12RB2	0	2	0	2	1	1	1	1
IL17RC	0	0	1	0	1	1	1	1
IL19	0	1	0	1	1	1	1	1
IL1RAP	0	1	0	1	1	1	1	1
IL1RL2	0	1	0	1	1	1	1	1
IL21R	0	1	0	1	1	1	1	1
IL2RB	0	1	0	1	1	1	1	1
IL31RA	0	1	0	1	1	1	1	1
IL3RA	1	0	0	1	0.00594993930221796	1	0.00594993930221796	1
ILK	0	0	1	0	1	1	1	1
IMMP1L	0	1	0	1	1	1	1	1
IMPACT	0	1	0	1	1	1	1	1
IMPDH1	0	1	1	1	1	1	1	1
IMPDH2	0	1	0	1	1	1	1	1
IMPG2	0	0	1	0	1	1	1	1
ING3	0	0	1	0	1	1	1	1
ING5	0	1	0	1	1	1	1	1
INPP4B	0	1	0	1	1	1	1	1
INPP5A	0	0	1	0	1	1	1	1
INPP5D	0	1	0	1	1	1	1	1
INPP5E	0	1	0	1	1	1	1	1
INPP5F	1	0	0	1	0.0289837668940023	1	0.0289837668940023	1
INSC	0	1	0	1	1	1	1	1
INTS1	0	0	1	0	1	1	1	1
INTS2	0	0	1	0	1	1	1	1
INTS6	0	1	0	1	1	1	1	1
IPMK	0	0	1	0	1	1	1	1
IPO4	0	1	0	1	1	1	1	1
IPO8	0	1	0	1	1	1	1	1
IPO9	0	1	0	1	1	1	1	1
IPP	0	1	0	1	1	1	1	1
IQCB1	1	0	0	1	0.0170752375437418	1	0.0170752375437418	1
IQCH	0	0	0	0	1	1	1	1
IQGAP1	0	2	0	2	1	1	1	1
IRF2BPL	0	1	0	1	1	1	1	1
IRF5	0	1	0	1	1	1	1	1
IRF7	0	0	1	0	1	1	1	1
IRGQ	0	0	1	0	1	1	1	1
ITGA1	0	1	0	1	1	1	1	1
ITGA4	0	1	1	1	1	1	1	1
ITGA7	0	1	0	1	1	1	1	1
ITGA9	0	0	1	0	1	1	1	1
ITGAE	0	1	0	1	1	1	1	1
ITGB4	0	1	1	1	1	1	1	1
ITGB7	0	1	0	1	1	1	1	1
ITK	0	1	0	1	1	1	1	1
ITM2A	0	1	0	1	1	1	1	1
ITPR1	0	2	0	2	1	1	1	1
ITPR3	0	2	0	2	1	1	1	1
ITPRIPL1	0	1	0	1	1	1	1	1
ITSN1	0	1	0	1	1	1	1	1
ITSN2	0	2	0	2	1	1	1	1
IVNS1ABP	1	0	0	1	0.0173488555567297	1	0.0173488555567297	1
IWS1	0	0	1	0	1	1	1	1
JAG1	2	2	0	4	0.000415555805397063	1	0.000415555805397063	1
JAG2	0	1	0	1	1	1	1	1
JAKMIP2	0	1	0	1	1	1	1	1
JAKMIP3	0	0	1	0	1	1	1	1
JDP2	0	1	0	1	1	1	1	1
JMJD1C	0	2	1	2	1	1	1	1
JMJD7-PLA2G4B	0	1	0	1	1	1	1	1
JPH2	0	1	0	1	1	1	1	1
JPH3	0	1	0	1	1	1	1	1
JUP	0	1	0	1	1	1	1	1
KALRN	0	1	0	1	1	1	1	1
KANK1	0	1	0	1	1	1	1	1
KANK4	0	0	1	0	1	1	1	1
KANSL1	2	0	0	2	0.000338461134844237	1	0.000338461134844237	1
KANSL3	0	1	0	1	1	1	1	1
KARS	0	1	0	1	1	1	1	1
KAT2B	0	2	0	2	1	1	1	1
KAT5	0	1	0	1	1	1	1	1
KAT6A	3	1	0	4	1.63774312952021e-05	1	1.63774312952021e-05	0.31117119460884
KAT6B	2	0	0	2	0.00092649124800428	1	0.00092649124800428	1
KBTBD12	0	1	0	1	1	0.0411491134288385	0.0411491134288385	1
KBTBD13	0	0	1	0	1	1	1	1
KCNA10	0	0	1	0	1	1	1	1
KCNA3	1	0	0	1	0.0104384218007532	0.00868493627420293	0.00868493627420293	1
KCNA4	0	1	0	1	1	0.0579901611839137	0.0579901611839137	1
KCNB2	0	0	1	0	1	1	1	1
KCNC4	0	1	0	1	1	0.0113475440713813	0.0113475440713813	1
KCNH3	0	1	0	1	1	0.173166249191112	0.173166249191112	1
KCNH5	0	1	0	1	1	0.164850136717619	0.164850136717619	1
KCNH6	0	1	0	1	1	0.0464329746652902	0.0464329746652902	1
KCNIP4	0	0	1	0	1	1	1	1
KCNJ11	0	0	1	0	1	1	1	1
KCNJ12	0	1	0	1	1	0.0190488876169563	0.0190488876169563	1
KCNJ14	0	1	0	1	1	0.0882191868564995	0.0882191868564995	1
KCNJ15	0	1	0	1	1	0.0122196506690395	0.0122196506690395	1
KCNJ16	0	1	0	1	1	0.012423155225872	0.012423155225872	1
KCNJ4	0	0	1	0	1	1	1	1
KCNJ5	1	0	0	1	0.00777893679811348	0.00672737634081296	0.00672737634081296	1
KCNJ8	0	1	1	1	1	0.0317416217805028	0.0317416217805028	1
KCNK4	0	1	0	1	1	0.0203552632557973	0.0203552632557973	1
KCNMA1	0	1	0	1	1	0.198995055314864	0.198995055314864	1
KCNMB1	0	1	0	1	1	0.00746780528652638	0.00746780528652638	1
KCNN3	0	1	0	1	1	0.0375452683645339	0.0375452683645339	1
KCNQ1	0	2	0	2	1	0.0291693571845469	0.0291693571845469	1
KCNQ2	0	2	1	2	1	0.0816442559959197	0.0816442559959197	1
KCNU1	0	0	1	0	1	1	1	1
KCTD20	0	1	0	1	1	0.0218406087035151	0.0218406087035151	1
KCTD5	0	0	1	0	1	1	1	1
KCTD9	0	1	0	1	1	0.0608511110759925	0.0608511110759925	1
KDM3A	0	1	0	1	1	0.0701267964590901	0.0701267964590901	1
KDM3B	0	0	2	0	1	1	1	1
KDM4B	0	0	2	0	1	1	1	1
KDM4E	0	1	0	1	1	0.00973974115369291	0.00973974115369291	1
KDM5A	0	3	0	3	1	0.00902414328950402	0.00902414328950402	1
KDM5B	4	0	0	4	1.45139993062534e-07	4.92533376282016e-07	1.45139993062534e-07	0.00275765986818815
KDM6A	0	1	0	1	1	0.0374419364371534	0.0374419364371534	1
KDM6B	1	0	0	1	0.0350312925046956	0.111286173502078	0.0350312925046956	1
KHDC1L	0	0	1	0	1	1	1	1
KHSRP	0	0	1	0	1	1	1	1
KIAA0100	1	0	0	1	0.0526221848512549	0.0409509472545574	0.0409509472545574	1
KIAA0196	0	3	0	3	1	1	1	1
KIAA0355	0	1	0	1	1	0.0713220001685024	0.0713220001685024	1
KIAA0368	0	1	0	1	1	1	1	1
KIAA0408	0	0	1	0	1	1	1	1
KIAA0430	1	1	0	2	0.0354044632354489	1	0.0354044632354489	1
KIAA0513	0	1	0	1	1	0.0810883066117663	0.0810883066117663	1
KIAA0753	0	1	0	1	1	0.0731545407854025	0.0731545407854025	1
KIAA0947	0	0	1	0	1	1	1	1
KIAA1009	0	1	0	1	1	1	1	1
KIAA1107	0	0	1	0	1	1	1	1
KIAA1109	0	3	1	3	1	0.000620855208621703	0.000620855208621703	1
KIAA1161	0	1	0	1	1	1	1	1
KIAA1211	0	1	0	1	1	0.240183156865218	0.240183156865218	1
KIAA1211L	1	0	0	1	0.0154094819624207	0.0109739526448896	0.0109739526448896	1
KIAA1217	0	0	1	0	1	1	1	1
KIAA1324	0	1	0	1	1	0.125843769475288	0.125843769475288	1
KIAA1456	1	0	1	1	0.00810122962242181	1	0.00810122962242181	1
KIAA1549	0	1	1	1	1	0.243907403459896	0.243907403459896	1
KIAA1598	0	1	0	1	1	1	1	1
KIAA1715	0	1	0	1	1	1	1	1
KIAA1958	0	1	0	1	1	0.0285233804403098	0.0285233804403098	1
KIF11	1	0	0	1	0.0250806695372966	1	0.0250806695372966	1
KIF14	0	1	0	1	1	0.214578938192283	0.214578938192283	1
KIF15	0	2	0	2	1	0.00425894761634248	0.00425894761634248	1
KIF16B	0	1	0	1	1	0.080825182495448	0.080825182495448	1
KIF1A	0	0	1	0	1	1	1	1
KIF22	0	0	1	0	1	1	1	1
KIF24	0	1	0	1	1	0.110764325406307	0.110764325406307	1
KIF26A	0	1	0	1	1	0.0323762122229232	0.0323762122229232	1
KIF5A	0	1	0	1	1	0.107934098763685	0.107934098763685	1
KIF5B	0	2	0	2	1	0.0638969640826463	0.0638969640826463	1
KIF5C	0	1	0	1	1	0.0310804551905136	0.0310804551905136	1
KIF6	0	1	0	1	1	0.0424216498741601	0.0424216498741601	1
KIFC2	0	0	1	0	1	1	1	1
KIRREL3	0	0	0	0	1	1	1	1
KIT	0	0	1	0	1	1	1	1
KLC3	0	1	0	1	1	0.0203689018331091	0.0203689018331091	1
KLF12	0	0	1	0	1	1	1	1
KLF2	0	1	0	1	1	0.101609013611301	0.101609013611301	1
KLF4	0	1	0	1	1	0.010283467855047	0.010283467855047	1
KLF5	0	0	1	0	1	1	1	1
KLHDC1	0	0	1	0	1	1	1	1
KLHDC2	0	0	1	0	1	1	1	1
KLHDC4	0	1	1	1	1	0.0829587689775752	0.0829587689775752	1
KLHL17	0	1	0	1	1	0.0399322448724967	0.0399322448724967	1
KLHL23	1	0	0	1	0.0112981129361624	0.00777649560558162	0.00777649560558162	1
KLHL29	0	1	0	1	1	0.0495155033405128	0.0495155033405128	1
KLHL5	0	1	0	1	1	0.0302382371262291	0.0302382371262291	1
KLK4	0	1	0	1	1	0.00528517161782906	0.00528517161782906	1
KLRB1	1	0	0	1	0.00611711246756376	0.00334069185328383	0.00334069185328383	1
KMT2A	5	2	0	7	4.13784820280764e-08	1e-14	1e-14	1.9e-10
KMT2B	1	1	1	2	1	0.0121204893818305	0.0121204893818305	1
KMT2C	1	1	1	2	0.107146706701028	0.0110841712473094	0.0110841712473094	1
KMT2D	14	4	0	18	1.31563221608038e-25	1e-14	1.31563221608038e-25	2.49970121055272e-21
KNDC1	0	1	1	1	1	0.0758044248998189	0.0758044248998189	1
KNOP1	1	0	0	1	0.00886327118786156	0.00438429212477019	0.00438429212477019	1
KPNA1	0	1	0	1	1	0.0434059425826931	0.0434059425826931	1
KPNA5	0	0	1	0	1	1	1	1
KPNB1	0	1	0	1	1	0.129337338799838	0.129337338799838	1
KRBA1	0	2	0	2	1	0.0166099134618855	0.0166099134618855	1
KRBA2	1	0	0	1	0.00952565723297039	0.00505748770681196	0.00505748770681196	1
KRI1	0	0	2	0	1	1	1	1
KRT1	0	1	0	1	1	0.0471690471391426	0.0471690471391426	1
KRT13	0	2	0	2	1	0.00032979419087381	0.00032979419087381	1
KRT15	0	1	0	1	1	0.02519994353363	0.02519994353363	1
KRT20	0	1	0	1	1	0.0478840605227441	0.0478840605227441	1
KRT3	0	1	0	1	1	0.114048679202655	0.114048679202655	1
KRT32	0	0	1	0	1	1	1	1
KRT74	0	1	1	1	1	0.0175280420062469	0.0175280420062469	1
KRT8	0	0	1	0	1	1	1	1
KRT84	0	0	1	0	1	1	1	1
KSR2	0	1	0	1	1	0.0674583648451013	0.0674583648451013	1
L3HYPDH	0	0	1	0	1	1	1	1
LAMA1	0	1	0	1	1	0.278167412868522	0.278167412868522	1
LAMA3	0	0	1	0	1	1	1	1
LAMA5	0	2	0	2	1	0.11569472657412	0.11569472657412	1
LAMB1	0	2	0	2	1	0.0272263302604123	0.0272263302604123	1
LAMB2	0	1	1	1	1	0.127267113855445	0.127267113855445	1
LAMB4	1	0	0	1	0.0398895688541484	0.0461146310834269	0.0398895688541484	1
LAMC1	0	3	1	3	1	6.52251734896595e-06	6.52251734896595e-06	0.123927829630353
LAMP5	0	1	0	1	1	0.0356197701718378	0.0356197701718378	1
LARP1	0	1	0	1	1	0.102524099596988	0.102524099596988	1
LARP4	0	1	0	1	1	0.112473323575567	0.112473323575567	1
LARP7	0	1	0	1	1	0.0185751237261831	0.0185751237261831	1
LARS2	0	1	0	1	1	0.0590432196775649	0.0590432196775649	1
LATS1	0	1	0	1	1	0.0321829285885863	0.0321829285885863	1
LBR	0	0	0	0	1	1	1	1
LBX1	0	1	0	1	1	0.0383168380914523	0.0383168380914523	1
LCA5L	0	2	0	2	1	0.00110034046791508	0.00110034046791508	1
LCE1D	0	0	1	0	1	1	1	1
LCP1	1	0	0	1	0.0146741635244669	0.0119943417078417	0.0119943417078417	1
LDB1	0	0	1	0	1	1	1	1
LDHA	0	1	0	1	1	0.0175537916463973	0.0175537916463973	1
LDLR	0	1	0	1	1	0.0954831002057002	0.0954831002057002	1
LDLRAP1	0	1	0	1	1	0.030351469673118	0.030351469673118	1
LEF1	0	1	0	1	1	0.0154243856892579	0.0154243856892579	1
LEKR1	0	1	0	1	1	0.016241128267763	0.016241128267763	1
LENG1	0	1	0	1	1	0.0271289690516098	0.0271289690516098	1
LEPROTL1	0	0	1	0	1	1	1	1
LGALS4	0	1	0	1	1	0.0136867352158127	0.0136867352158127	1
LGR5	0	0	1	0	1	1	1	1
LGR6	1	0	0	1	0.0191845201908476	0.0118341472590081	0.0118341472590081	1
LHX2	1	0	0	1	0.00733580142931291	0.0960126363347301	0.00733580142931291	1
LIFR	0	0	1	0	1	1	1	1
LIG1	1	0	0	1	0.0205961885647573	0.0158366792986371	0.0158366792986371	1
LIG3	0	0	0	0	1	1	1	1
LIG4	0	1	0	1	1	0.0197498495269811	0.0197498495269811	1
LILRB5	0	1	0	1	1	0.0155762870805498	0.0155762870805498	1
LIMS2	0	1	1	1	1	0.0342026382298167	0.0342026382298167	1
LIN7A	0	0	1	0	1	1	1	1
LIPJ	1	0	1	1	0.00801074539259906	0.00327216246921264	0.00327216246921264	1
LIPT2	0	1	0	1	1	1	1	1
LLGL1	0	1	0	1	1	0.217528353199488	0.217528353199488	1
LMAN1	0	1	0	1	1	0.022188015052942	0.022188015052942	1
LMBRD2	0	1	0	1	1	0.0586327963266773	0.0586327963266773	1
LMF2	0	1	0	1	1	0.085857284147884	0.085857284147884	1
LMLN	0	0	0	0	1	1	1	1
LMTK2	0	0	1	0	1	1	1	1
LNX1	0	1	0	1	1	0.0260576316320711	0.0260576316320711	1
LONRF1	0	1	0	1	1	0.0426942846074187	0.0426942846074187	1
LOXHD1	0	1	1	1	1	0.091588119728601	0.091588119728601	1
LOXL2	0	1	0	1	1	0.0507152946208977	0.0507152946208977	1
LOXL3	0	1	0	1	1	0.048114876689721	0.048114876689721	1
LPA	0	1	0	1	1	0.0677833316677743	0.0677833316677743	1
LPAR1	0	0	1	0	1	1	1	1
LPHN1	0	1	0	1	1	1	1	1
LPHN3	0	2	1	2	1	1	1	1
LPIN2	0	1	0	1	1	0.053549881313881	0.053549881313881	1
LPIN3	0	1	0	1	1	0.148032113864917	0.148032113864917	1
LPPR3	0	1	0	1	1	1	1	1
LRAT	0	0	1	0	1	1	1	1
LRBA	0	1	1	1	1	0.184052860997628	0.184052860997628	1
LRCH1	0	1	0	1	1	0.0548153414854151	0.0548153414854151	1
LRCH4	0	1	0	1	1	0.0143587938209162	0.0143587938209162	1
LRIG2	0	1	0	1	1	0.0877681278275765	0.0877681278275765	1
LRIT2	0	0	1	0	1	1	1	1
LRP1	0	2	0	2	1	0.154166573203513	0.154166573203513	1
LRP1B	0	3	0	3	1	0.00829461454506825	0.00829461454506825	1
LRP2	1	2	0	3	0.107563455121186	0.000314944816858461	0.000314944816858461	1
LRP5	0	0	1	0	1	1	1	1
LRP5L	0	1	0	1	1	0.00565817106355496	0.00565817106355496	1
LRP6	0	1	0	1	1	0.135898142013099	0.135898142013099	1
LRPPRC	0	1	0	1	1	1	1	1
LRRC15	0	2	0	2	1	0.00564034269821944	0.00564034269821944	1
LRRC16A	0	0	1	0	1	1	1	1
LRRC32	0	2	0	2	1	0.00476766087602629	0.00476766087602629	1
LRRC37B	0	1	0	1	1	0.042425750924225	0.042425750924225	1
LRRC4	0	1	0	1	1	0.0197356279062724	0.0197356279062724	1
LRRC42	0	1	0	1	1	0.021966448345964	0.021966448345964	1
LRRC43	0	1	1	1	1	0.0426942245539141	0.0426942245539141	1
LRRC45	0	1	0	1	1	0.0446054892517947	0.0446054892517947	1
LRRC46	1	0	0	1	0.00781321077323109	0.00524847106332279	0.00524847106332279	1
LRRC4C	0	1	1	1	1	0.0182072798495053	0.0182072798495053	1
LRRC66	0	1	0	1	1	0.0205864716763948	0.0205864716763948	1
LRRC7	0	1	0	1	1	0.110048852016346	0.110048852016346	1
LRRC71	0	0	1	0	1	1	1	1
LRRC8D	0	0	1	0	1	1	1	1
LRRFIP1	0	0	0	0	1	1	1	1
LRRIQ3	0	1	0	1	1	0.0423054112376546	0.0423054112376546	1
LRRK1	0	1	1	1	1	0.138772519038468	0.138772519038468	1
LRTM2	0	1	0	1	1	0.0280107715437926	0.0280107715437926	1
LTBP1	0	1	0	1	1	0.120101524040195	0.120101524040195	1
LTK	0	1	0	1	1	0.138919043272512	0.138919043272512	1
LTV1	0	0	1	0	1	1	1	1
LYN	0	1	0	1	1	0.053900053815464	0.053900053815464	1
LYPLA2	0	0	1	0	1	1	1	1
LYSMD2	0	1	0	1	1	0.012888011297788	0.012888011297788	1
LYST	0	1	0	1	1	0.0968576090180297	0.0968576090180297	1
LZTR1	0	3	0	3	1	0.00316808728703484	0.00316808728703484	1
LZTS1	0	2	0	2	1	0.00196838074889548	0.00196838074889548	1
LZTS2	0	1	0	1	1	0.0829007802206913	0.0829007802206913	1
MACF1	0	1	0	1	1	1	1	1
MAGEC1	0	0	1	0	1	1	1	1
MAGEC3	0	1	0	1	1	0.0772367504751988	0.0772367504751988	1
MAGEE1	0	1	1	1	1	0.0361843744606033	0.0361843744606033	1
MAGEF1	0	1	0	1	1	0.0313908631706498	0.0313908631706498	1
MAGI2	0	0	1	0	1	1	1	1
MAK16	0	1	0	1	1	0.0196008464499664	0.0196008464499664	1
MALSU1	0	1	0	1	1	0.00792515977966412	0.00792515977966412	1
MAMDC4	0	1	0	1	1	0.0576358224671588	0.0576358224671588	1
MAML2	0	1	0	1	1	0.0443866631020167	0.0443866631020167	1
MAN2A2	0	1	0	1	1	0.102014151787733	0.102014151787733	1
MAN2C1	0	1	0	1	1	0.0750339222264589	0.0750339222264589	1
MAP10	0	2	0	2	1	0.0213421746716382	0.0213421746716382	1
MAP1B	0	1	0	1	1	0.0925368889409954	0.0925368889409954	1
MAP1LC3B	0	1	0	1	1	0.00979499348099041	0.00979499348099041	1
MAP1S	1	0	0	1	0.0179765694289953	0.0141547444084313	0.0141547444084313	1
MAP2	1	3	0	4	0.033138663243769	1.1031230658381e-06	1.1031230658381e-06	0.0209593382509239
MAP2K7	0	1	0	1	1	0.0887191246825476	0.0887191246825476	1
MAP3K19	1	0	0	1	0.0268520283013518	0.0207325762749791	0.0207325762749791	1
MAP3K3	1	0	0	1	0.0176979721848773	0.0103684400795168	0.0103684400795168	1
MAP3K7	0	2	0	2	1	0.0406161093600107	0.0406161093600107	1
MAP3K7CL	0	0	1	0	1	1	1	1
MAP3K9	0	1	0	1	1	0.0763386325038724	0.0763386325038724	1
MAP4	0	0	0	0	1	1	1	1
MAP4K4	0	1	0	1	1	0.0727107894629973	0.0727107894629973	1
MAP6	0	0	1	0	1	1	1	1
MAP7D1	0	1	0	1	1	0.0904587381008784	0.0904587381008784	1
MAP7D2	0	1	0	1	1	0.0553537325225713	0.0553537325225713	1
MAP9	0	1	0	1	1	0.0218242668191734	0.0218242668191734	1
MAPK15	0	1	0	1	1	0.126444918275843	0.126444918275843	1
MAPK8IP2	0	0	1	0	1	1	1	1
MAPK8IP3	0	1	0	1	1	0.110681282271236	0.110681282271236	1
MAPK9	0	0	1	0	1	1	1	1
MAPKBP1	0	0	1	0	1	1	1	1
MAPRE2	0	1	0	1	1	0.0512070556453968	0.0512070556453968	1
MAPT	0	0	1	0	1	1	1	1
MARCH2	0	1	0	1	1	0.0177179860104742	0.0177179860104742	1
MARCH5	0	1	0	1	1	0.0236048894028555	0.0236048894028555	1
MASP1	0	0	1	0	1	1	1	1
MAST2	0	2	0	2	1	0.0506746192972559	0.0506746192972559	1
MAST3	0	1	0	1	1	0.290417041898815	0.290417041898815	1
MASTL	0	3	0	3	1	0.000521681802575274	0.000521681802575274	1
MATK	0	0	1	0	1	1	1	1
MATN1	0	1	0	1	1	0.0347837775309656	0.0347837775309656	1
MATN2	1	0	0	1	0.017020840713586	0.0244700954119546	0.017020840713586	1
MAVS	1	1	0	2	0.0101204534212592	0.000391838166889057	0.000391838166889057	1
MBOAT2	0	1	0	1	1	0.0276769614833848	0.0276769614833848	1
MBOAT7	0	0	1	0	1	1	1	1
MCFD2	1	0	0	1	0.00273900596639877	0.0026553532659541	0.0026553532659541	1
MCM6	0	1	0	1	1	0.0760312035886805	0.0760312035886805	1
MDC1	0	1	0	1	1	0.265818481763414	0.265818481763414	1
MDN1	0	1	0	1	1	0.271967267915913	0.271967267915913	1
MEA1	1	0	0	1	0.00426480453940505	0.00251823990876726	0.00251823990876726	1
MECOM	0	1	0	1	1	0.0184436231411341	0.0184436231411341	1
MED12	1	0	0	1	0.0315802390147507	0.118308010337542	0.0315802390147507	1
