symbol	chr	start	end	case	control	p_value	p_value_adj
LILRB2	19	54742780	54785039	3	5	0.557944	1
LILRB3	19	54720147	54727378	1	5	1	1
LILRB4	19	55155340	55181810	1	0	0.348165	1
LILRB5	19	54753289	54761164	3	5	0.557944	1
LIME1	20	62367635	62370456	2	1	0.262174	1
LIMK2	22	31608225	31676066	5	1	0.0188981	1
LIMS3	2	110656005	110677180	4	2	0.105589	1
LIMS3L	2	111204217	111230652	4	1	0.050395	1
LIN28A	1	26737269	26756213	0	1	1	1
LIN54	4	83831126	83934079	3	0	0.0414959	1
LIN7A	12	81186299	81331704	2	3	0.560744	1
LIN7B	19	49617581	49621717	0	36	1	1
LINC00493	20	18547991	18550207	0	1	1	1
LINC00694	3	44462622	44465499	0	1	1	1
LINC00999	10	38717074	38736820	1	1	0.566743	1
LINGO1	15	77905369	78113242	0	2	1	1
LINGO2	9	27948076	28670284	21	101	1	1
LINGO3	19	2289783	2292023	2	1	0.272173	1
LIPA	10	90973326	91174314	1	1	0.567343	1
LIPC	15	58702768	58862042	1	5	1	1
LIPE	19	42905659	42931578	1	0	0.342066	1
LIPF	10	90424198	90438571	1	1	0.562744	1
LIPJ	10	90346510	90366733	1	1	0.562744	1
LIPK	10	90484301	90512543	1	1	0.562744	1
LIPM	10	90562487	90580303	1	1	0.562744	1
LIPN	10	90521163	90537999	1	1	0.562744	1
LIPT2	11	74202757	74204778	0	1	1	1
LIX1	5	96427571	96478576	0	1	1	1
LIX1L	1	145477085	145501670	7	5	0.0783922	1
LKAAEAR1	20	62714733	62715712	2	0	0.115488	1
LLfos-48D6.2	19	2269524	2341170	6	2	0.0231977	1
LLGL1	17	18128901	18148189	1	0	0.343066	1
LLPH	12	66510335	66524548	1	0	0.349365	1
LMAN1	18	56995055	57027194	1	0	0.340666	1
LMAN1L	15	75105057	75118099	0	1	1	1
LMAN2	5	176758563	176778853	1	0	0.340666	1
LMAN2L	2	97371666	97405801	0	11	1	1
LMCD1	3	8543393	8616359	3	1	0.114089	1
LMF1	16	903634	1031318	7	15	1	1
LMNB1	5	126112315	126172712	1	1	0.564744	1
LMNTD1	12	25562241	25801513	1	0	0.343466	1
LMO1	11	8245851	8290263	0	1	1	1
LMO2	11	33880122	33913836	0	2	1	1
LMO3	12	16701307	16763528	0	2	1	1
LMO7	13	76194570	76434006	0	1	1	1
LMOD3	3	69156023	69172183	1	0	0.341966	1
LMTK2	7	97736197	97838945	3	0	0.0413959	1
LMTK3	19	48988528	49016446	0	1	1	1
LMX1A	1	165171104	165325952	1	0	0.341766	1
LNPEP	5	96271098	96373219	0	1	1	1
LNX1	4	54325468	54567572	2	0	0.120788	1
LOX	5	121398890	121413980	1	2	1	1
LOXL1	15	74218330	74244478	0	1	1	1
LOXL2	8	23154702	23282841	0	2	1	1
LOXL4	10	100007447	100028007	1	1	0.564044	1
LPA	6	160952515	161085291	3	2	0.221178	1
LPAR1	9	113635543	113800738	2	0	0.114989	1
LPAR6	13	48963703	49018840	0	2	1	1
LPCAT1	5	1456595	1524092	1	1	0.568143	1
LPIN1	2	11817721	11967535	0	1	1	1
LPIN3	20	39969560	39989222	1	0	0.334667	1
LPP	3	187871072	188608460	6	11	0.540546	1
LPXN	11	58294344	58345693	1	0	0.348565	1
LRBA	4	151185683	151936879	3	29	1	1
LRCH1	13	47127303	47327175	1	0	0.340066	1
LRCH3	3	197518097	197615307	1	0	0.338966	1
LRCOL1	12	133179736	133187129	1	0	0.347165	1
LRFN2	6	40359325	40555204	1	0	0.339766	1
LRFN4	11	66624118	66627946	1	0	0.339266	1
LRFN5	14	42076773	42373752	2	6	1	1
LRG1	19	4536421	4540486	2	3	0.544246	1
LRGUK	7	133812052	133949343	1	1	0.569343	1
LRIG2	1	113615831	113674882	0	1	1	1
LRIG3	12	59265931	59314303	5	6	0.30237	1
LRMP	12	25173936	25261268	1	0	0.343466	1
LRP1	12	57522276	57607134	3	0	0.0414959	1
LRP12	8	105501459	105601252	1	2	1	1
LRP1B	2	140988992	142889270	2	11	1	1
LRP2	2	169983619	170219195	2	0	0.118688	1
LRP3	19	33668509	33699773	2	0	0.114789	1
LRP5	11	68080077	68216743	2	0	0.118188	1
LRP5L	22	25747385	25801344	52	130	1	1
LRR1	14	50065415	50081390	2	0	0.114389	1
LRRC14	8	145743376	145750562	1	0	0.341866	1
LRRC14B	5	191626	195468	0	4	1	1
LRRC16A	6	25279306	25620758	0	2	1	1
LRRC17	7	102553438	102585396	3	0	0.0417958	1
LRRC18	10	50117528	50143235	2	1	0.269273	1
LRRC19	9	26993134	27005691	0	1	1	1
LRRC25	19	18501954	18508427	2	0	0.117088	1
LRRC29	16	67241042	67260951	1	0	0.338866	1
LRRC3	21	45875369	45882079	5	1	0.0192981	1
LRRC36	16	67360701	67419106	1	0	0.338866	1
LRRC37A	17	44370099	44415160	11	7	0.0179982	1
LRRC37B	17	30334891	30380523	1	0	0.337166	1
LRRC38	1	13801445	13840543	0	3	1	1
LRRC3DN	21	45879814	45882078	5	1	0.0192981	1
LRRC42	1	54411750	54433841	0	1	1	1
LRRC43	12	122652285	122688018	0	1	1	1
LRRC47	1	3695122	3713068	2	0	0.112789	1
LRRC49	15	71145578	71345996	1	0	0.341966	1
LRRC4C	11	40135753	41481323	5	7	0.39616	1
LRRC52	1	165513244	165533198	1	0	0.341766	1
LRRC53	1	74935562	74978298	0	2	1	1
LRRC55	11	56949221	56959191	1	0	0.348565	1
LRRC56	11	537527	554916	0	1	1	1
LRRC57	15	42830018	42841000	0	1	1	1
LRRC59	17	48452420	48474914	0	4	1	1
LRRC63	13	46786078	46851501	0	2	1	1
LRRC66	4	52859868	52883786	2	0	0.115988	1
LRRC69	8	92114060	92231464	4	4	0.274673	1
LRRC7	1	70034081	70617628	0	2	1	1
LRRC70	5	61874562	61877275	1	0	0.344966	1
LRRC72	7	16566505	16621193	1	0	0.345465	1
LRRC73	6	43474707	43478424	2	1	0.260274	1
LRRC74B	22	21400249	21418457	105	535	1	1
LRRC75A	17	16344891	16395467	3	1	0.117888	1
LRRC8C	1	90098631	90235462	1	0	0.339866	1
LRRC8D	1	90286573	90402170	1	0	0.339866	1
LRRC9	14	60386431	60530277	1	1	0.564744	1
LRRD1	7	91741473	91808845	2	0	0.118288	1
LRRFIP1	2	238536219	238722325	2	0	0.115988	1
LRRIQ1	12	85430092	85657002	3	0	0.0389961	1
LRRIQ3	1	74491699	74663871	0	1	1	1
LRRN1	3	3841121	3889387	0	3	1	1
LRRN3	7	110731062	110765510	3	22	1	1
LRRN4	20	6021424	6034695	3	0	0.0367963	1
LRRN4CL	11	62453874	62457371	0	1	1	1
LRRTM1	2	80515476	80531874	2	0	0.116588	1
LRRTM3	10	68685764	68859588	0	3	1	1
LRRTM4	2	76974845	77820445	2	6	1	1
LRSAM1	9	130213765	130265780	0	1	1	1
LRTOMT	11	71791377	71821828	1	0	0.344266	1
LRWD1	7	102105376	102113615	3	0	0.0417958	1
LSAMP	3	115521210	116858236	1	3	1	1
LSM14A	19	34663409	34720420	1	0	0.341266	1
LSM14B	20	60697517	60710434	1	0	0.338766	1
LSM4	19	18417040	18434084	2	1	0.266973	1
LSM6	4	147096837	147121152	3	0	0.0394961	1
LSM7	19	2321516	2328619	1	2	1	1
LSM8	7	117824086	117832878	1	1	0.552645	1
LSMEM1	7	112120908	112131117	2	0	0.118088	1
LSMEM2	3	50316458	50325545	1	0	0.337966	1
LSP1	11	1874200	1913497	0	7	1	1
LSS	21	47608055	47648738	1	2	1	1
LST1	6	31553901	31556686	0	102	1	1
LTA	6	31539831	31542101	0	102	1	1
LTA4H	12	96394606	96437298	1	0	0.342066	1
LTB	6	31548302	31550299	0	102	1	1
LTBP3	11	65306031	65326401	1	0	0.341266	1
LTK	15	41795836	41806085	0	1	1	1
LTV1	6	144164481	144184949	3	0	0.0386961	1
LUC7L2	7	139025105	139108203	2	0	0.117188	1
LUM	12	91496406	91505608	1	0	0.343566	1
LURAP1L	9	12775020	12822130	1	1	0.563144	1
LUZP1	1	23410516	23504301	2	0	0.119488	1
LUZP2	11	24518516	25104177	10	18	0.510549	1
LUZP6	7	135612022	135612198	1	0	0.345965	1
LY6D	8	143866296	143868008	0	1	1	1
LY9	1	160765864	160798051	1	0	0.349565	1
LYAR	4	4269428	4291896	3	0	0.0382962	1
LYG2	2	99858709	99871745	1	0	0.339866	1
LYL1	19	13209847	13213975	3	0	0.0432957	1
LYNX1	8	143845752	143859640	0	1	1	1
LYPD1	2	133402426	133429152	1	0	0.339966	1
LYPD2	8	143831568	143833952	0	1	1	1
LYPD4	19	42341148	42348760	0	1	1	1
LYPD6	2	150186499	150330662	1	1	0.571643	1
LYPD6B	2	149894621	150071776	1	0	0.345765	1
LYPLAL1	1	219347186	219386207	1	0	0.345665	1
LYRM2	6	90277863	90348472	2	0	0.117688	1
LYRM4	6	5102827	5261172	6	3	0.0455954	1
LYRM5	12	25348150	25362579	1	0	0.343466	1
LYRM7	5	130506503	130541119	3	1	0.122588	1
LYSMD1	1	151132224	151138424	0	1	1	1
LYSMD2	15	52015208	52043782	1	1	0.570743	1
LYSMD3	5	89811428	89825401	2	0	0.119688	1
LYST	1	235824341	236046940	1	0	0.346565	1
LYZL1	10	29577990	29607257	5	2	0.0506949	1
LYZL2	10	30900708	30918691	2	0	0.117688	1
LZTFL1	3	45864808	45957534	0	2	1	1
LZTR1	22	21333751	21353327	110	394	1	1
MAATS1	3	119421869	119485949	0	1	1	1
MAB21L3	1	116654376	116677861	1	0	0.335766	1
MACC1	7	20174278	20257027	1	3	1	1
MACROD2	20	13976015	16033842	82	365	1	1
MAD1L1	7	1855429	2272878	4	7	0.538946	1
MAD2L1BP	6	43597277	43608689	2	1	0.260274	1
MAD2L2	1	11734537	11751707	3	0	0.0378962	1
MAEL	1	166944819	166991451	0	2	1	1
MAF1	8	145159402	145162514	3	0	0.040396	1
MAFA	8	144501352	144512576	1	0	0.348365	1
MAFB	20	39314488	39317880	1	0	0.334667	1
MAFF	22	38596774	38612518	1	0	0.346165	1
MAFK	7	1570350	1582679	5	2	0.0490951	1
MAG	19	35783028	35804707	1	0	0.334367	1
MAGEF1	3	184428155	184429790	1	0	0.342866	1
MAGEL2	15	23888691	23892988	1	0	0.345365	1
MAGI1	3	65339200	66024509	0	8	1	1
MAGI2	7	77646374	79082890	8	83	1	1
MAGI3	1	113933371	114228545	0	1	1	1
MAGOHB	12	10756789	10766222	1	0	0.340866	1
MAK	6	10762956	10838788	5	1	0.0188981	1
MAL	2	95691422	95719741	0	1	1	1
MAL2	8	120177273	120257913	1	0	0.337866	1
MALRD1	10	19337700	20079330	5	16	1	1
MALT1	18	56338618	56421709	1	0	0.340666	1
MAMDC2	9	72658497	72841886	0	1	1	1
MAML2	11	95709762	96076344	0	15	1	1
MAML3	4	140637907	141075338	1	0	0.338366	1
MAN1A1	6	119498374	119670926	2	0	0.115788	1
MAN1A2	1	117910071	118071494	1	2	1	1
MAN2A2	15	91445448	91465814	1	0	0.343066	1
MAN2B1	19	12757325	12777556	3	1	0.124688	1
MAN2B2	4	6576902	6625089	3	0	0.0382962	1
MAN2C1	15	75647548	75660971	0	1	1	1
MANBAL	20	35918041	35945663	1	0	0.334667	1
MANEA	6	96025419	96057333	1	1	0.561444	1
MAP10	1	232940638	232944153	1	0	0.346565	1
MAP1LC3A	20	33134658	33148149	1	0	0.340666	1
MAP1LC3B2	12	116985910	117014253	1	0	0.341066	1
MAP1LC3C	1	242158792	242162375	2	0	0.115588	1
MAP2	2	210288782	210598842	0	1	1	1
MAP2K1	15	66679155	66784650	0	1	1	1
MAP2K2	19	4090319	4124126	3	0	0.0374963	1
MAP2K5	15	67835047	68099461	1	0	0.341966	1
MAP2K6	17	67410839	67539472	2	0	0.115688	1
MAP3K1	5	56111401	56191979	1	0	0.341866	1
MAP3K10	19	40697651	40721482	0	1	1	1
MAP3K19	2	135722061	135805038	0	1	1	1
MAP3K5	6	136878185	137113656	3	0	0.0432957	1
MAP3K6	1	27681675	27693383	2	0	0.120388	1
MAP3K7CL	21	30449792	30548210	3	0	0.0431957	1
MAP3K8	10	30722866	30750762	3	0	0.0383962	1
MAP4	3	47892180	48130762	1	1	0.564644	1
MAP4K2	11	64552386	64570713	2	0	0.119188	1
MAP4K3	2	39476407	39664453	1	0	0.346965	1
MAP4K4	2	102313312	102511151	1	0	0.338566	1
MAP6	11	75297963	75380165	0	1	1	1
MAP6D1	3	183533664	183543382	2	0	0.116988	1
MAPK1	22	22108789	22221970	2	1	0.273273	1
MAPK10	4	86936276	87515284	1	6	1	1
MAPK1IP1L	14	55518349	55536910	3	0	0.0410959	1
MAPK6	15	52244303	52359569	1	145	1	1
MAPK8	10	49514682	49647403	2	1	0.269273	1
MAPK8IP1	11	45907202	45928016	1	0	0.336966	1
MAPKAPK3	3	50648951	50686728	1	0	0.337966	1
MAPKBP1	15	42066632	42120053	0	3	1	1
MAPRE1	20	31407699	31438211	1	0	0.349665	1
MAPRE2	18	32556892	32723434	1	0	0.336866	1
MARCH1	4	164445450	165305202	0	1	1	1
MARCH3	5	126203406	126366500	1	1	0.564744	1
MARCH4	2	217122588	217236750	1	0	0.343966	1
MARCH5	10	94050920	94113721	1	0	0.336766	1
MARCH6	5	10353815	10440500	0	1	1	1
MARCH7	2	160568968	160627538	1	0	0.350265	1
MARCH8	10	45950033	46090354	1	1	0.567843	1
MARCH9	12	58148881	58154190	3	0	0.0414959	1
MARCKS	6	114178541	114184648	2	0	0.115788	1
MARK1	1	220701525	220837803	1	0	0.345665	1
MARK2	11	63606400	63678491	1	0	0.344666	1
MARK4	19	45582546	45808541	0	1	1	1
MARS	12	57869228	57911352	3	0	0.0414959	1
MARS2	2	198570093	198573111	2	0	0.114089	1
MARVELD1	10	99472930	99477909	3	1	0.118788	1
MARVELD2	5	68710939	68740157	2	0	0.114589	1
MARVELD3	16	71660064	71676017	1	0	0.336466	1
MAS1	6	160327722	160337562	1	0	0.340966	1
MAS1L	6	29454474	29455733	0	1	1	1
MASP2	1	11086580	11107290	3	0	0.0378962	1
MAST1	19	12944765	12985765	3	1	0.124688	1
MAST3	19	18208603	18262502	1	2	1	1
MAST4	5	65892189	66465423	1	1	0.570243	1
MAT2B	5	162930120	162946342	1	0	0.337366	1
MATK	19	3777968	3802127	2	0	0.110989	1
MATN2	8	98881068	99048944	0	1	1	1
MATN3	2	20191872	20212455	1	0	0.349165	1
MAU2	19	19431490	19469564	1	0	0.342366	1
MAVS	20	3827446	3856770	2	1	0.273973	1
MB21D1	6	74123238	74161999	0	1	1	1
MB21D2	3	192514604	192635950	0	2	1	1
MBD3	19	1573595	1592800	1	0	0.333267	1
MBD3L1	19	8943074	8954016	1	0	0.346665	1
MBD3L2	19	7049332	7051746	1	0	0.344666	1
MBD3L4	19	7037759	7040190	2	0	0.116888	1
MBD3L5	19	7030588	7033022	2	0	0.116888	1
MBD5	2	148778580	149274540	3	5	0.558844	1
MBD6	12	57914493	57923931	3	0	0.0414959	1
MBLAC2	5	89754020	89770585	2	0	0.119688	1
MBNL2	13	97873688	98046374	2	0	0.109489	1
MBOAT1	6	20102376	20212630	1	3	1	1
MBTD1	17	49254786	49337524	1	3	1	1
MBTPS1	16	84087366	84150511	3	0	0.040396	1
MC1R	16	89978527	89987385	4	1	0.0480952	1
MC2R	18	13882043	13915706	3	1	0.114289	1
MC4R	18	58038343	58040008	1	0	0.340666	1
MC5R	18	13824154	13826742	2	1	0.269973	1
MCAT	22	43528212	43539400	2	1	0.261774	1
MCC	5	112357796	112824527	1	2	1	1
MCCC1	3	182733006	182833863	3	0	0.0391961	1
MCCD1	6	31496494	31498009	0	102	1	1
MCF2L2	3	182895831	183146566	3	0	0.0391961	1
MCIDAS	5	54515442	54523143	2	0	0.119288	1
MCL1	1	150547027	150552214	1	0	0.346965	1
MCM10	10	13203554	13253104	0	1	1	1
MCM3AP	21	47655040	47706211	1	0	0.338766	1
MCM5	22	35796056	35821423	1	0	0.335566	1
MCM8	20	5931298	5979623	3	0	0.0367963	1
MCM9	6	119134605	119256327	2	1	0.266073	1
MCMBP	10	121588916	121652068	1	0	0.345365	1
MCPH1	8	6264113	6506025	5	6	0.305969	1
MCTP2	15	94774767	95027181	4	11	1	1
MCUR1	6	13786789	13814800	3	1	0.122788	1
MDFI	6	41604620	41621984	2	1	0.269973	1
MDFIC	7	114562209	114659970	2	1	0.275772	1
MDGA1	6	37598455	37667082	0	1	1	1
MDGA2	14	47308832	48144157	13	104	1	1
MDH2	7	75677369	75696826	3	0	0.0386961	1
MDK	11	46402306	46405387	1	0	0.336966	1
MDN1	6	90352218	90529442	1	1	0.554845	1
ME3	11	86152150	86383678	1	2	1	1
MEA1	6	42979832	42981706	2	0	0.115988	1
MECR	1	29519385	29557454	3	0	0.0416958	1
MED10	5	6371994	6378707	0	1	1	1
MED12L	3	150803484	151154860	1	0	0.342266	1
MED13	17	60019966	60142643	1	0	0.343966	1
MED13L	12	116391677	116715143	2	1	0.269573	1
MED19	11	57471186	57479693	1	0	0.348565	1
MED20	6	41873092	41888877	2	0	0.115988	1
MED21	12	27175479	27219276	1	0	0.342566	1
MED24	17	38175350	38217468	1	0	0.339266	1
MED25	19	50321536	50342073	1	0	0.344366	1
MED26	19	16685718	16739873	3	0	0.039996	1
MED4	13	48627459	48669267	0	2	1	1
MED9	17	17380300	17396540	1	0	0.343066	1
MEF2B	19	19256377	19281098	1	0	0.342366	1
MEFV	16	3292028	3306627	2	0	0.115788	1
MEGF10	5	126626523	126801429	2	1	0.268173	1
MEGF11	15	66187417	66546085	0	1	1	1
MEGF6	1	3406484	3528059	5	2	0.0482952	1
MEGF8	19	42829761	42882921	1	0	0.342066	1
MEI1	22	42095503	42195460	3	0	0.0379962	1
MEI4	6	78400375	78636691	0	3	1	1
MEIG1	10	15001438	15030049	5	10	1	1
MEIKIN	5	131142686	131281391	2	1	0.275372	1
MEIOB	16	1883984	1934295	0	4	1	1
MEIS1	2	66660584	66801001	1	0	0.350565	1
MEIS2	15	37181405	37393500	3	0	0.040196	1
MEIS3	19	47906381	47922780	0	2	1	1
MEN1	11	64570982	64578766	2	0	0.119188	1
MEOX2	7	15650837	15726437	1	2	1	1
MEP1B	18	29765032	29800367	1	1	0.561544	1
MERTK	2	112656056	112787138	3	3	0.337466	1
MESDC1	15	81293285	81298129	0	1	1	1
MESDC2	15	81238630	81282219	0	1	1	1
MESP1	15	90291892	90294541	1	0	0.343066	1
MESP2	15	90303822	90321985	1	0	0.343066	1
MET	7	116312444	116438440	1	0	0.332467	1
METAP1	4	99916771	99983964	2	0	0.116488	1
METAP1D	2	172864490	172947158	3	0	0.039896	1
METRN	16	765115	769655	10	17	0.450755	1
METRNL	17	81037567	81052864	6	3	0.0489951	1
METTL1	12	58162254	58166576	3	0	0.0414959	1
METTL12	11	62432781	62435968	0	1	1	1
METTL14	4	119606523	119636588	0	1	1	1
METTL15	11	28129795	28548588	0	2	1	1
METTL16	17	2308856	2415185	2	0	0.118088	1
METTL17	14	21457929	21465194	2	3	0.556744	1
METTL20	12	31800094	31826048	0	44	1	1
METTL21B	12	58165275	58176581	3	0	0.0414959	1
METTL23	17	74722912	74730018	0	3	1	1
METTL24	6	110567131	110679475	1	0	0.337866	1
METTL25	12	82752276	82873015	2	2	0.429457	1
METTL2A	17	60501228	60528183	1	0	0.342866	1
METTL3	14	21966277	21979517	2	25	1	1
METTL5	2	170666591	170681441	2	0	0.118688	1
METTL8	2	172173915	172291312	3	0	0.039896	1
METTL9	16	21608539	21668794	17	14	0.0131987	1
MEX3D	19	1554668	1568057	2	0	0.111189	1
MFAP2	1	17300997	17307330	1	0	0.338066	1
MFGE8	15	89441914	89456642	1	1	0.571843	1
MFN1	3	179065480	179112719	1	0	0.340666	1
MFN2	1	12040238	12073571	3	0	0.0378962	1
MFNG	22	37865101	37882439	1	0	0.346165	1
MFSD1	3	158449987	158547508	2	1	0.268173	1
MFSD11	17	74731947	74777531	0	3	1	1
MFSD12	19	3538259	3574288	1	0	0.329367	1
MFSD3	8	145734457	145736596	1	0	0.341866	1
MGA	15	41913422	42062141	0	2	1	1
MGAM2	7	141811549	141922124	1	1	0.558844	1
MGARP	4	140187317	140201492	1	1	0.561544	1
MGAT2	14	50087513	50090199	2	0	0.114389	1
MGAT4C	12	86349445	87232681	4	22	1	1
MGAT4D	4	141363416	141419531	1	0	0.338366	1
MGAT5	2	134877554	135212192	0	2	1	1
MGAT5B	17	74864538	74946475	0	4	1	1
MGRN1	16	4666494	4740975	2	0	0.118888	1
MGST1	12	16500076	16762193	1	2	1	1
MGST2	4	140586922	140661899	1	0	0.338366	1
MGST3	1	165600098	165631033	1	0	0.341766	1
MIA2	14	39699435	39722859	0	5	1	1
MIB1	18	19284918	19450918	1	0	0.345165	1
MIB2	1	1550795	1565990	1	0	0.335066	1
MICA	6	31367561	31383092	0	1	1	1
MICAL1	6	109765265	109787171	1	0	0.337866	1
MICAL2	11	12115555	12285336	0	5	1	1
MICAL3	22	18270415	18507325	16	20	0.165283	1
MICALCL	11	12297627	12380691	0	1	1	1
MICALL1	22	38301664	38338829	1	0	0.346165	1
MICALL2	7	1468101	1499138	2	2	0.424358	1
MICB	6	31462658	31478901	0	102	1	1
MICU1	10	74127085	74385949	2	0	0.114589	1
MICU2	13	22066830	22178353	1	0	0.342466	1
MIEF2	17	18163848	18169866	1	0	0.343066	1
MIER3	5	56215429	56267502	1	0	0.341866	1
MIF	22	24236191	24237414	0	122	1	1
MIIP	1	12079523	12092102	3	0	0.0378962	1
MINOS1	1	19923471	19956315	2	0	0.110689	1
MINOS1-NBL1	1	19923473	19984549	2	0	0.110689	1
MINPP1	10	89264632	89313217	1	1	0.562744	1
MIOS	7	7606503	7648560	0	1	1	1
MIP	12	56843286	56862950	1	0	0.347865	1
MIPOL1	14	37667118	38021566	0	3	1	1
MIS12	17	5389605	5394134	1	0	0.341866	1
MIS18BP1	14	45672393	45722743	1	2	1	1
MITF	3	69788586	70017488	1	0	0.341966	1
MKKS	20	10381657	10414870	3	0	0.039696	1
MKL2	16	14165178	14360630	1	1	0.567943	1
MKNK1	1	47023080	47082515	0	2	1	1
MKRN3	15	23810825	23875222	1	0	0.345365	1
MLANA	9	5890802	5910606	1	2	1	1
MLKL	16	74705753	74734858	2	2	0.415658	1
MLLT10	10	21813604	22032559	0	1	1	1
MLLT3	9	20341663	20622542	1	0	0.339866	1
MLLT6	17	36861795	36886056	1	1	0.572343	1
MLNR	13	49794474	49796513	0	2	1	1
MLPH	2	238394071	238463961	1	0	0.336966	1
MLXIP	12	122516628	122631894	0	1	1	1
MLYCD	16	83932731	83960631	3	4	0.447755	1
MMADHC	2	150426148	150444330	1	1	0.571643	1
MMD2	7	4945620	4998844	2	1	0.274173	1
MME	3	154741913	154901518	2	3	0.560644	1
MMEL1	1	2522078	2564429	5	1	0.0212979	1
MMP1	11	102660651	102668891	0	1	1	1
MMP11	22	24110413	24126503	0	122	1	1
MMP12	11	102733467	102745764	0	1	1	1
MMP15	16	58059470	58080805	2	0	0.117788	1
MMP16	8	89044237	89340254	1	0	0.341266	1
MMP20	11	102447566	102496063	0	1	1	1
MMP23B	1	1567474	1633249	1	0	0.335066	1
MMP24	20	33814457	33864803	1	0	0.340666	1
MMP24-AS1	20	33789548	33865934	1	0	0.340666	1
MMP25	16	3096682	3110727	1	0	0.342166	1
MMP26	11	4726157	5013659	6	9	0.417258	1
MMP3	11	102706532	102714534	0	1	1	1
MMRN1	4	90800683	90875780	1	8	1	1
MMS19	10	99218081	99258551	2	0	0.118588	1
MN1	22	28144265	28197486	4	1	0.0485951	1
MNAT1	14	61201460	61436671	0	1	1	1
MNDA	1	158801107	158819296	2	1	0.269973	1
MNT	17	2287354	2304412	2	0	0.118088	1
MOB3B	9	27325207	27529779	0	3	1	1
MOB3C	1	47073387	47082563	0	1	1	1
MOB4	2	198380295	198418423	2	0	0.114089	1
MOCOS	18	33767482	33852120	1	0	0.336866	1
MOCS1	6	39867354	39902290	1	0	0.339766	1
MOCS2	5	52391509	52405893	2	0	0.119288	1
MOGAT2	11	75428864	75444003	0	1	1	1
MOK	14	102690837	102771537	1	0	0.337366	1
MON1A	3	49946295	49967606	1	0	0.337966	1
MON1B	16	77224732	77236302	0	2	1	1
MON2	12	62860597	62994259	3	1	0.116988	1
MORN1	1	2252692	2323146	4	6	0.468953	1
MORN2	2	39103103	39156213	1	0	0.346965	1
MORN4	10	99374310	99393257	2	0	0.118588	1
MOV10	1	113215763	113243368	0	1	1	1
MPDU1	17	7486847	7496107	2	0	0.112789	1
MPDZ	9	13105703	13279589	1	0	0.336466	1
MPEG1	11	58975983	58980424	1	0	0.348565	1
MPHOSPH6	16	82181403	82203831	0	2	1	1
MPHOSPH8	13	20207821	20247599	1	0	0.342466	1
MPHOSPH9	12	123636867	123728561	1	0	0.347165	1
MPI	15	75182346	75194560	0	1	1	1
MPLKIP	7	40165622	40174258	2	0	0.115288	1
MPND	19	4343524	4360083	3	1	0.116288	1
MPP4	2	202509593	202563417	1	2	1	1
MPP6	7	24612887	24733812	1	0	0.340866	1
MPP7	10	28339922	28623415	5	2	0.049695	1
MPPED1	22	43807202	43903728	2	0	0.110789	1
MPPED2	11	30406040	30608419	1	0	0.346965	1
MPRIP	17	16945859	17120993	1	0	0.343066	1
MPV17L	16	15489611	15507125	7	11	0.418658	1
MPV17L2	19	18303992	18307758	0	1	1	1
MPZL1	1	167690429	167761156	0	1	1	1
MRAP2	6	84743475	84800600	1	0	0.338966	1
MRAS	3	138066490	138124376	2	0	0.113189	1
MRC1	10	18098352	18200091	1	0	0.343766	1
MRC1L1	10	17851362	17953178	1	0	0.343766	1
MREG	2	216807528	216898819	1	1	0.565143	1
MRFAP1	4	6641818	6644472	3	0	0.0382962	1
MRFAP1L1	4	6709428	6711607	3	0	0.0382962	1
MRGBP	20	61427805	61433090	1	0	0.338766	1
MRGPRD	11	68747490	68748455	2	0	0.118188	1
MRGPRF	11	68771863	68780877	2	0	0.118188	1
MRGPRX1	11	18955360	18961054	77	324	1	1
MRGPRX4	11	18194384	18218895	0	2	1	1
MRI1	19	13875346	13885096	2	0	0.117288	1
MROH1	8	145202919	145316843	3	0	0.0407959	1
MROH2A	2	234684325	234742069	1	1	0.559444	1
MROH2B	5	40998119	41071444	0	1	1	1
MROH6	8	144648357	144655141	3	2	0.221478	1
MROH7	1	55107427	55175939	0	1	1	1
MROH7-TTC4	1	55107459	55207981	0	1	1	1
MROH8	20	35729629	35807991	1	0	0.334667	1
MRPL11	11	66202546	66234209	1	0	0.339266	1
MRPL13	8	121393000	121457642	1	0	0.340566	1
MRPL14	6	44081191	44095194	1	1	0.565243	1
MRPL16	11	59573608	59578345	1	0	0.348565	1
MRPL18	6	160210844	160219468	1	0	0.340966	1
MRPL2	6	43021767	43027544	2	0	0.115988	1
MRPL21	11	68658744	68671303	2	0	0.118188	1
MRPL23	11	1968508	2005752	0	39	1	1
MRPL27	17	48445218	48450575	0	3	1	1
MRPL28	16	417384	420527	5	11	1	1
MRPL32	7	42971799	42988557	3	0	0.0388961	1
MRPL34	19	17403418	17417652	3	1	0.112389	1
MRPL36	5	1798500	1801480	0	1	1	1
MRPL37	1	54649714	54691137	0	1	1	1
MRPL39	21	26957968	26979829	1	0	0.341366	1
MRPL4	19	10362577	10370721	2	0	0.117488	1
MRPL42	12	93861264	93909989	1	0	0.339366	1
MRPL45	17	36452989	36479101	2	0	0.110589	1
MRPL46	15	89002707	89010650	1	0	0.343066	1
MRPL47	3	179306073	179322442	1	0	0.340666	1
MRPL49	11	64889655	64894843	1	0	0.344666	1
MRPL50	9	104149915	104160896	2	0	0.119188	1
MRPL54	19	3762662	3768573	2	0	0.110989	1
