hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func
GAD1	2	0	0	0	1	1.0	4.290958351761928e-05
GALK1	17	0	0	0	1	1.0	3.223002482836769e-05
GALNT11	7	0	0	0	1	1.0	4.676150874502026e-05
GALNT9	12	0	0	0	1	1.0	2.4491781660323206e-05
GAN	16	0	0	0	2	1.0	1.0466281935908865e-09
GANAB	11	1	0	0	1	1.144117472410415e-05	2.7961155180774366e-09
GARNL3	9	0	0	0	1	1.0	6.712316426228978e-05
GART	21	0	0	0	1	1.0	5.915700117580427e-05
GAS2L2	17	0	0	0	1	1.0	6.535858591429933e-05
GATA3	10	0	0	0	1	1.0	3.5781432005828885e-05
GATA4	8	1	0	0	0	3.235245333602379e-06	2.4584994123497105e-05
GATA6	18	2	1	0	2	1.1793508787927263e-17	5.0119521882904065e-25
GATAD2B	1	0	1	0	0	5.982560441809325e-06	4.279003847396715e-05
GBP5	1	0	0	0	1	1.0	3.4101213376386246e-05
GC	4	0	0	0	1	1.0	2.665101116085991e-05
GCDH	19	0	0	0	1	1.0	3.952877782809806e-05
GCN1L1	12	0	0	0	1	1.0	0.00019708346352474476
GCNT3	15	0	0	0	1	1.0	2.6757811392180524e-05
GDA	9	0	0	0	1	1.0	2.4250956023632004e-05
GDNF	5	0	0	0	1	1.0	1.723887968203191e-05
GDPD4	11	0	0	0	1	1.0	3.0491901748222523e-05
GFI1B	9	0	0	0	2	1.0	4.155503665688058e-10
GGA3	17	0	0	0	1	1.0	4.2968898088243725e-05
GGN	19	0	0	0	1	1.0	5.504350154355211e-05
GIGYF1	7	0	0	0	1	1.0	8.828658603217265e-05
GJA1	6	0	0	0	1	1.0	2.5397018904620688e-05
GJA10	6	0	0	0	1	1.0	3.097682928326292e-05
GLA	X	1	0	0	0	1.018354565698599e-06	6.130537347487043e-06
GLIS1	1	0	0	0	1	1.0	5.1797557731071104e-05
GLIS3	9	0	0	0	2	1.0	2.5744887799901018e-09
GLTSCR1	19	1	0	0	0	8.079875247234403e-06	5.236255771361389e-05
GLUL	1	0	0	0	1	1.0	2.9649077049416655e-05
GLYAT	11	0	0	0	1	1.0	1.6787365317603347e-05
GLYR1	16	0	0	0	1	1.0	4.277613422489581e-05
GNA15	19	0	0	0	1	1.0	3.222719737593817e-05
GNAI3	1	1	0	0	0	3.669206621674097e-06	2.374194679951861e-05
GNAT3	7	0	0	0	1	1.0	1.8805483057492214e-05
GNB1	1	0	0	0	1	1.0	3.0040715480502292e-05
GNB2	7	0	0	0	1	1.0	3.0969329656606416e-05
GNE	9	0	0	0	1	1.0	4.786777670627537e-05
GNPAT	1	0	0	0	1	1.0	4.1953769383033916e-05
GNPDA2	4	0	0	0	1	1.0	1.5696595942799225e-05
GNPTAB	12	0	0	0	1	1.0	7.669165713724501e-05
GOLGA3	12	0	0	0	1	1.0	0.00011749734984413996
GOLGA5	14	0	0	0	2	1.0	1.070543168001094e-09
GOPC	6	0	0	0	1	1.0	2.9985928527887603e-05
GORASP1	3	0	0	0	1	1.0	2.752978470787427e-05
GOSR1	17	0	0	0	1	1.0	1.2987079823415594e-05
GOSR2	17	1	0	0	0	2.3382700808632024e-06	1.5793361340156875e-05
GPAM	10	0	0	0	1	1.0	5.198399020198184e-05
GPATCH1	19	0	0	0	1	1.0	6.340922427083793e-05
GPATCH8	17	0	0	2	0	1.0	5.074493823508612e-09
GPBAR1	2	1	0	0	1	2.137216837896331e-06	3.2724596988388516e-10
GPHN	14	0	0	0	1	1.0	5.3442631114354856e-05
GPR1	2	0	0	0	1	1.0	1.9851567839224064e-05
GPR116	6	0	0	0	2	1.0	3.3350184980635754e-09
GPR124	8	0	0	0	1	1.0	8.502562476710035e-05
GPR125	4	0	0	0	1	1.0	9.001367063104308e-05
GPR126	6	0	0	0	1	1.0	6.689111574809529e-05
GPR150	5	1	0	0	0	2.3802546274093614e-06	2.1366972616089513e-05
GPR156	3	0	0	0	1	1.0	5.006125939510189e-05
GPR162	12	0	0	0	1	1.0	5.109745491883431e-05
GPR182	12	0	0	0	1	1.0	2.9828484058306692e-05
GPR20	8	0	0	0	3	1.0	6.345511505462853e-15
GPR35	2	0	0	0	1	1.0	2.8865580679795063e-05
GPR98	5	0	0	0	5	1.0	4.800066313525286e-20
GPRC5B	16	0	0	0	3	1.0	6.695063188128313e-15
GPRC5C	17	0	0	0	2	1.0	8.249660816444785e-10
GPS1	17	0	0	0	1	1.0	4.513126484143542e-05
GPSM2	1	1	0	0	0	6.828221919517426e-06	4.299881787661717e-05
GPT	8	0	0	1	0	1.0	4.434128561944155e-05
GPT2	16	0	0	0	1	1.0	3.7426855917395604e-05
GRAMD4	22	0	0	0	1	1.0	5.277641602235162e-05
GRHL2	8	0	1	0	0	7.025620634271929e-06	4.471451117469612e-05
GRIA4	11	0	0	0	1	1.0	5.511745176741974e-05
GRIK1	21	0	1	0	0	8.011403930248158e-06	5.877918451156318e-05
GRIK3	1	0	0	0	2	1.0	3.2626251236356024e-09
GRIN2C	17	0	0	0	1	1.0	6.996534216924022e-05
GRINA	8	0	1	0	0	3.5410225993726686e-06	2.574039788606873e-05
GRM2	3	0	0	0	1	1.0	7.641153808020246e-05
GRM5	11	0	0	0	1	1.0	7.399749178929698e-05
GRSF1	4	1	0	0	0	3.6559384355943874e-06	2.3414935818361452e-05
GSE1	16	0	0	0	1	1.0	0.00010478825269129732
GSPT1	16	0	0	0	1	1.0	2.7648232452045355e-05
GTDC1	2	0	0	0	1	1.0	2.5806612483012692e-05
GTF2H3	12	0	0	0	1	1.0	1.8924846714063257e-05
GTF2IRD1	7	0	0	0	2	1.0	3.3713057286292925e-09
GTF3C1	16	0	0	0	1	1.0	0.00017061490146594476
GTPBP1	22	0	0	0	1	1.0	4.956076041464246e-05
GTPBP4	10	0	1	0	0	6.91479694868725e-06	4.614373670430607e-05
GUCY1A3	4	0	0	0	1	1.0	4.256968663355938e-05
GYLTL1B	11	0	0	0	1	1.0	4.8549977657329305e-05
H2BFM	X	0	0	0	1	1.0	0.0
H3F3A	1	0	0	0	1	1.0	1.4064985794081296e-05
HAO2	1	0	0	0	1	1.0	2.350682543634965e-05
HAP1	17	0	0	0	1	1.0	5.133855205340742e-05
HAPLN4	19	0	0	0	1	1.0	3.6372334881115016e-05
HAUS3	4	0	0	0	2	1.0	5.186255529646019e-10
HCFC1	X	0	0	0	1	1.0	3.534474778506085e-05
HDAC7	12	0	1	0	1	8.347257768972327e-06	1.9731180705623077e-09
HDAC8	X	0	1	0	1	6.031645810554348e-07	8.961570463650373e-12
HDDC3	15	0	0	0	1	1.0	7.875532200957093e-06
HECTD1	14	0	1	0	1	2.66594930960451e-05	1.4147433591169764e-08
HECTD3	1	0	0	0	1	1.0	6.85975367983233e-05
HECTD4	12	0	0	0	2	1.0	3.780952037142781e-08
HELQ	4	0	0	0	1	1.0	6.52950874922965e-05
HELZ	17	0	0	0	1	1.0	0.00012110991838544967
HEPACAM	11	0	0	0	2	1.0	2.8645541888388875e-10
HEPACAM2	7	0	0	0	1	1.0	2.555274138624269e-05
HERC1	15	0	0	0	1	1.0	0.00029769764843065583
HERC2	15	0	0	0	1	1.0	0.0003702819702245249
HERC4	10	1	0	0	0	9.490927224645914e-06	5.906141041219763e-05
HEY1	8	0	0	0	1	1.0	2.655591257701652e-05
HEY2	6	0	0	0	1	1.0	2.8937560160822998e-05
HGS	17	0	0	0	1	1.0	6.746113646946958e-05
HHIP	4	1	0	0	0	5.941284724824381e-06	4.4457534905367956e-05
HHLA3	1	0	1	0	0	8.642575442934277e-07	9.19696588690294e-06
HID1	17	0	0	0	1	1.0	5.807762029341227e-05
HIP1	7	0	0	0	1	1.0	7.456950101412112e-05
HIP1R	12	0	0	0	3	1.0	8.454865922734379e-14
HIRA	22	1	0	0	0	1.0131839744675699e-05	7.891670341160116e-05
HIST1H2BG	6	0	0	0	1	1.0	1.1722262486562683e-05
HIST1H4C	6	0	0	0	1	1.0	1.2805547414692077e-05
HIVEP2	6	0	0	0	4	1.0	2.362073607795197e-17
HIVEP3	1	0	0	0	1	1.0	0.00016775459775007328
HK1	10	0	1	0	0	8.188302252198268e-06	7.336726877068719e-05
HK2	2	0	0	0	1	1.0	7.13250010109994e-05
HKR1	19	0	0	0	1	1.0	4.0935667611155974e-05
HLTF	3	0	0	0	1	1.0	6.013271907519798e-05
HMCN1	1	0	0	0	4	1.0	6.222356966756677e-16
HMMR	5	0	0	0	1	1.0	3.8871961637699146e-05
HNF4A	20	0	0	0	1	1.0	4.119743015182551e-05
HNRNPA1L2	13	0	0	0	1	1.0	1.9670886544575327e-05
HNRNPK	9	1	1	0	0	1.3363521738180357e-11	6.339853724620884e-10
HNRNPU	1	0	1	0	1	8.195874380183951e-06	2.003716099027959e-09
HOXA10	7	0	0	0	1	1.0	2.557362853967319e-05
HOXA7	7	0	0	0	1	1.0	2.6244763457658195e-05
HOXD10	2	0	0	0	1	1.0	2.6246859591817023e-05
HPS3	3	0	0	0	1	1.0	6.501853983138298e-05
HR	8	0	0	0	1	1.0	8.04556760884801e-05
HSD11B1	1	0	0	0	1	1.0	1.7224211935069164e-05
HSD17B4	5	0	0	0	1	1.0	4.4468556574892865e-05
HSD3B2	1	0	0	0	1	1.0	2.3517826120024987e-05
HSF2BP	21	0	0	0	1	1.0	2.2455997916827586e-05
HSH2D	19	0	0	0	1	1.0	2.0810742217371533e-05
HSP90AA1	14	0	0	0	2	1.0	1.5204537927952683e-09
HSPA8	11	0	0	0	1	1.0	4.2944208267219965e-05
HSPG2	1	0	0	0	2	1.0	6.886668306748999e-08
HTATSF1	X	0	0	0	1	1.0	1.0479299510469683e-05
HTR5A	7	0	0	0	1	1.0	3.493781529924893e-05
HUWE1	X	0	0	0	1	1.0	6.648931306054982e-05
HYAL1	3	0	0	0	1	1.0	3.42840329010108e-05
HYAL4	7	0	0	0	1	1.0	2.8013172435645726e-05
HYDIN	16	0	0	0	1	1.0	0.0003452894311483093
IAPP	12	1	0	0	1	6.198462675162723e-07	1.504142705940053e-11
IARS	9	0	0	0	1	1.0	7.961934087360933e-05
ICA1L	2	0	0	0	1	1.0	2.757780951655319e-05
IDH3B	20	0	0	0	1	1.0	1.52797905024543e-05
IDH3G	X	0	0	0	1	1.0	7.767059605004934e-06
IDI2	10	0	0	0	1	1.0	1.6542666426293888e-05
IFNA4	9	0	0	0	1	1.0	9.760150509935335e-06
IFNGR2	21	0	0	0	1	1.0	2.1031448113535417e-05
IFNK	9	1	0	0	0	1.943720862417565e-06	1.1050277369930784e-05
IFRD2	3	0	0	0	1	1.0	3.434859810742964e-05
IFT140	16	0	0	0	1	1.0	0.0001244186778003383
IGDCC4	15	0	0	0	1	1.0	8.756998734830948e-05
IGF1R	15	0	0	0	1	1.0	0.00011207564357981057
IGF2BP2	3	0	0	0	1	1.0	4.466780606515007e-05
IGF2R	6	0	0	0	3	1.0	9.489226269515976e-13
IGHMBP2	11	0	0	0	1	1.0	7.98611815891529e-05
IGSF10	3	0	0	0	1	1.0	0.00015087072742442056
IK	5	0	0	0	1	1.0	4.050965419968546e-05
IKZF1	7	0	0	0	1	1.0	4.5077927620522586e-05
IKZF2	2	0	0	0	1	1.0	3.248692219609863e-05
IKZF4	12	0	0	0	1	1.0	4.582654189972995e-05
IKZF5	10	0	0	0	1	1.0	2.6526779425717693e-05
IL11	19	0	1	0	0	1.5727845237955453e-06	1.1932536272122914e-05
IL11RA	9	0	0	0	1	1.0	3.1116904917820844e-05
IL12RB1	19	0	0	0	1	1.0	5.144826769805421e-05
IL12RB2	1	0	0	0	2	1.0	1.3279608941395431e-09
IL19	1	0	0	0	1	1.0	9.987158666913807e-06
IL1RAP	3	0	0	0	1	1.0	3.7086759965788044e-05
IL1RL2	2	0	0	0	1	1.0	3.8496385941985204e-05
IL21R	16	0	0	0	1	1.0	3.7928205917543616e-05
IL2RB	22	0	0	0	1	1.0	3.611234306762157e-05
IL31RA	5	0	0	0	1	1.0	4.116883312864408e-05
IL3RA	X	1	0	0	0	8.883690704913355e-07	7.611695430237668e-06
IMMP1L	11	0	0	0	1	1.0	1.066067452044752e-05
IMPACT	18	0	0	0	1	1.0	1.993066335951441e-05
IMPDH1	7	0	0	0	1	1.0	4.2833192237628974e-05
IMPDH2	3	0	0	0	1	1.0	3.6680707176245434e-05
ING5	2	0	0	0	1	1.0	1.9021852729204e-05
INPP4B	4	0	0	0	1	1.0	5.663192119923012e-05
INPP5D	2	0	0	0	1	1.0	7.31802538865802e-05
INPP5E	9	0	0	0	1	1.0	4.05821237662362e-05
INPP5F	10	0	1	0	0	1.1821510874870274e-05	6.917727912350779e-05
INSC	11	0	0	0	1	1.0	4.59695515411986e-05
INTS6	13	0	0	0	1	1.0	5.49565897396234e-05
IPO4	14	0	0	0	1	1.0	8.337989575155437e-05
IPO8	12	0	0	0	1	1.0	6.566890644333751e-05
IPO9	1	0	0	0	1	1.0	6.745268058123893e-05
IPP	1	0	0	0	1	1.0	3.65240769720948e-05
IQCB1	3	0	1	0	0	6.9222833020907795e-06	3.4581569091452185e-05
IQGAP1	15	0	0	0	2	1.0	5.720980315645375e-09
IRF2BPL	14	0	0	0	1	1.0	6.61930635244419e-05
IRF5	7	0	0	0	1	1.0	3.748520206497306e-05
ITGA1	5	0	0	0	1	1.0	7.105301023580278e-05
ITGA4	2	0	0	0	1	1.0	6.717672149002095e-05
ITGA7	12	0	0	0	1	1.0	8.83497080475643e-05
ITGAE	17	0	0	0	1	1.0	8.52105269148351e-05
ITGB4	17	0	0	0	1	1.0	0.00016308929463443788
ITGB7	12	0	0	0	1	1.0	5.934709270414885e-05
ITK	5	0	0	0	1	1.0	4.3018902820797824e-05
ITM2A	X	0	0	0	1	1.0	4.335378589023236e-06
ITPR1	3	0	0	0	2	1.0	1.6860995594351753e-08
ITPR3	6	0	0	0	2	1.0	2.541756861646787e-08
ITPRIPL1	2	0	0	0	1	1.0	3.9026341346435826e-05
ITSN1	21	0	0	0	1	1.0	0.00011770253273856419
ITSN2	2	0	0	0	2	1.0	5.976085585164535e-09
IVNS1ABP	1	1	0	0	0	7.034183655059678e-06	3.9018934322544014e-05
JAG1	20	1	1	0	2	6.844521899059972e-11	3.3686447857225643e-18
JAG2	14	0	0	0	1	1.0	0.00010509091582762948
JAKMIP2	5	0	0	0	1	1.0	5.515539269054365e-05
JDP2	14	0	0	0	1	1.0	1.5185063037869507e-05
JMJD1C	10	0	0	0	2	1.0	1.0944285073844673e-08
JMJD7-PLA2G4B	15	0	0	0	1	1.0	7.994829510732519e-05
JPH2	20	0	0	0	1	1.0	5.230027788058848e-05
JPH3	16	0	0	0	1	1.0	6.931763007034175e-05
JUP	17	0	0	0	1	1.0	6.438759939424518e-05
KALRN	3	0	0	0	1	1.0	0.00021869697088415014
KANK1	9	0	0	0	1	1.0	9.303544284917495e-05
KANSL1	17	2	0	0	0	5.564109957624085e-11	3.2560374141169537e-09
KANSL3	2	0	0	0	1	1.0	4.398950934378956e-05
KARS	16	0	0	0	1	1.0	4.242585137653921e-05
KAT2B	3	0	0	0	2	1.0	1.380528215646227e-09
KAT5	11	0	0	0	1	1.0	4.655430540078337e-05
KAT6A	8	3	0	0	1	1.101229052279627e-15	1.458300318964608e-17
KAT6B	10	1	1	0	0	1.5408417762707321e-10	8.912914074765437e-09
KBTBD12	3	0	0	0	1	1.0	3.705044963675517e-05
KCNA3	1	1	0	0	0	4.21754908217918e-06	5.471070717690418e-05
KCNA4	11	0	0	0	1	1.0	4.3357875967984595e-05
KCNC4	1	0	0	0	1	1.0	6.623557328076184e-05
KCNH3	12	0	0	0	1	1.0	9.872741167197532e-05
KCNH5	14	0	0	0	1	1.0	6.730951691112639e-05
KCNH6	17	0	0	0	1	1.0	8.613043543297016e-05
KCNJ12	17	0	0	0	1	1.0	4.4280456308859536e-05
KCNJ14	19	0	0	0	1	1.0	2.907857945545166e-05
KCNJ15	21	0	0	0	1	1.0	2.3939584379136e-05
KCNJ16	17	0	0	0	1	1.0	2.8117606760008528e-05
KCNJ5	11	0	1	0	0	3.138801566755683e-06	3.228600557972693e-05
KCNJ8	12	0	0	0	1	1.0	3.105251736235286e-05
KCNK4	11	0	0	0	1	1.0	3.071255938297892e-05
KCNMA1	10	0	0	0	1	1.0	8.643376127755051e-05
KCNMB1	5	0	0	0	1	1.0	1.5425536003575616e-05
KCNN3	1	0	0	0	1	1.0	5.331433663729273e-05
KCNQ1	11	0	0	0	2	1.0	1.2753222187672402e-09
KCNQ2	20	0	0	0	2	1.0	2.3590118660834255e-09
KCTD20	6	0	0	0	1	1.0	2.8233591750466623e-05
KCTD9	8	0	0	0	1	1.0	2.531880186509446e-05
KDM3A	2	0	0	0	1	1.0	8.299230488909864e-05
KDM4E	11	0	0	0	1	1.0	0.0
KDM5A	12	0	0	0	3	1.0	2.4446715098420845e-13
KDM5B	1	0	4	0	0	3.922017683324226e-21	5.368877135622535e-18
KDM6A	X	0	0	0	1	1.0	1.8770505001236512e-05
KDM6B	17	0	1	0	0	1.433253620901675e-05	0.00012941448630466687
KIAA0100	17	1	0	0	0	2.1726976718674887e-05	0.00015290561675127345
KIAA0196	8	0	0	0	3	1.0	6.772616995128521e-14
KIAA0355	19	0	0	0	1	1.0	7.479727333875814e-05
KIAA0368	9	0	0	0	1	1.0	0.00012247946855055073
KIAA0430	16	0	1	0	1	1.4487997294885187e-05	6.846426505068115e-09
KIAA0513	16	0	0	0	1	1.0	3.281452075152411e-05
KIAA0753	17	0	0	0	1	1.0	5.996310533546903e-05
KIAA1009	6	0	0	0	1	1.0	6.598050171812812e-05
KIAA1109	4	0	0	0	3	1.0	4.359559250330918e-12
KIAA1161	9	0	0	0	1	1.0	8.251256253870769e-05
KIAA1211	4	0	0	0	1	1.0	9.037302741798655e-05
KIAA1211L	2	1	0	0	0	6.241717647796687e-06	6.185991809817664e-05
KIAA1324	1	0	0	0	1	1.0	7.026944624185793e-05
KIAA1456	8	0	1	0	0	3.2693768479613705e-06	2.8327633301061855e-05
KIAA1549	7	0	0	0	1	1.0	0.00014040684628689818
KIAA1598	10	0	0	0	1	1.0	3.500988389519245e-05
KIAA1715	2	0	0	0	1	1.0	2.4135061494063028e-05
KIAA1958	9	0	0	0	1	1.0	4.834204546675935e-05
KIF11	10	0	1	0	0	1.0209171919103038e-05	6.126123935215173e-05
KIF14	1	0	0	0	1	1.0	9.432131929129855e-05
KIF15	3	0	0	0	2	1.0	3.34111576651288e-09
KIF16B	20	0	0	0	1	1.0	9.324919468125269e-05
KIF24	9	0	0	0	1	1.0	8.268564316652393e-05
KIF26A	14	0	0	0	1	1.0	0.0001041553821655571
KIF5A	12	0	0	0	1	1.0	8.109431031719104e-05
KIF5B	10	0	0	0	2	1.0	1.9380368584871534e-09
KIF5C	2	0	0	0	1	1.0	5.5534842810917926e-05
KIF6	6	0	0	0	1	1.0	5.1886257750824106e-05
KLC3	19	0	0	0	1	1.0	3.394080716809774e-05
KLF2	19	0	0	0	1	1.0	1.1515292405264963e-05
KLF4	9	0	0	0	1	1.0	3.95582569212955e-05
KLHDC4	16	0	0	0	1	1.0	4.169202328828854e-05
KLHL17	1	0	0	0	1	1.0	5.612040155936165e-05
KLHL23	2	0	1	0	0	4.5668792218955715e-06	3.234336359412861e-05
KLHL29	2	0	0	0	1	1.0	0.0
KLHL5	4	0	0	0	1	1.0	4.612483178246211e-05
KLK4	19	0	0	0	1	1.0	2.0790855480439576e-05
KLRB1	12	1	0	0	0	2.466194165802638e-06	1.3011510959836638e-05
KMT2A	11	2	3	0	2	4.670939548651581e-25	1.1899103509247858e-29
KMT2C	7	0	1	0	1	4.55508101273886e-05	4.467988742254812e-08
KMT2D	12	6	8	0	4	4.153510333037014e-73	3.5853713573409035e-78
KNDC1	10	0	0	0	1	1.0	0.00014217766057045682
KNOP1	16	1	0	0	0	3.5782828351283007e-06	2.998951015929609e-05
KPNA1	3	0	0	0	1	1.0	3.2255692550654244e-05
KPNB1	17	0	0	0	1	1.0	5.474417374957523e-05
KRBA1	7	0	0	0	2	1.0	1.8497849485563956e-09
KRBA2	17	1	0	0	0	3.846984760096336e-06	3.065469156424829e-05
KRT1	12	0	0	0	1	1.0	4.3307025610274586e-05
KRT13	17	0	0	0	2	1.0	6.31011500625924e-10
KRT15	17	0	0	0	1	1.0	3.3966391869864953e-05
KRT20	17	0	0	0	1	1.0	3.108484149641429e-05
KRT3	12	0	0	0	1	1.0	3.8320472240931925e-05
KRT74	12	0	0	0	1	1.0	4.0807531980648725e-05
KRTAP20-1	21	0	0	0	1	1.0	3.4238118759395795e-06
KSR2	12	0	0	0	1	1.0	7.784221541210747e-05
LAMA1	18	0	0	0	1	1.0	0.0002213331449824852
LAMA5	20	0	0	0	2	1.0	5.1040466206265164e-08
LAMB1	7	0	0	0	2	1.0	8.064296167010317e-09
LAMB2	3	0	0	0	1	1.0	0.00015100600379056435
LAMB4	7	0	1	0	0	1.6361187976001817e-05	0.00011417550856508174
LAMC1	1	0	0	0	3	1.0	2.4383711387217833e-13
LAMP5	20	0	0	0	1	1.0	2.1072845277184314e-05
LARP1	5	0	0	0	1	1.0	7.88205333057663e-05
LARP4	12	0	0	0	1	1.0	4.371176619754997e-05
LARP7	4	0	0	0	1	1.0	3.3455202076187954e-05
LARS2	3	0	0	0	1	1.0	5.995659297776116e-05
LATS1	6	0	0	0	1	1.0	7.080372642305259e-05
LBX1	10	0	0	0	1	1.0	2.7592372470263416e-05
LCA5L	21	0	0	0	2	1.0	6.467699517052304e-10
LCE4A	1	0	0	0	1	1.0	5.098041493936541e-06
LCP1	13	0	1	0	0	5.941660024906085e-06	3.741883330063195e-05
LDHA	11	0	0	0	1	1.0	2.1670595977210763e-05
LDLR	19	0	0	0	1	1.0	7.230245277501632e-05
LDLRAP1	1	0	0	0	1	1.0	2.192312556596489e-05
LEF1	4	0	0	0	1	1.0	2.8473023258943457e-05
LEKR1	3	0	0	0	1	1.0	2.358855491088727e-05
LENG1	19	0	0	0	1	1.0	2.564251399266794e-05
LENG9	19	0	0	0	1	1.0	3.1906509799171596e-05
LGALS4	19	0	0	0	1	1.0	2.6574943577621216e-05
LGR6	1	0	1	0	0	7.785713696424456e-06	6.892757869543636e-05
LHX2	9	0	1	0	0	2.9593367539689434e-06	3.643576886537197e-05
LIG1	19	0	1	0	0	8.364614582028608e-06	7.296859985575999e-05
LIG4	13	0	0	0	1	1.0	5.2958649045489205e-05
LILRB5	19	0	0	0	1	1.0	4.296756041592376e-05
LIMS2	2	0	0	0	1	1.0	2.8733687109092758e-05
LIPJ	10	0	1	0	0	3.2327133458812065e-06	1.978934851105361e-05
LIPT2	11	0	0	0	1	1.0	0.0
LLGL1	17	0	0	0	1	1.0	9.046735229334047e-05
LMAN1	18	0	0	0	1	1.0	3.639392035464068e-05
LMBRD2	5	0	0	0	1	1.0	4.325351918826647e-05
LMF2	22	0	0	0	1	1.0	5.039602707241476e-05
LNX1	4	0	0	0	1	1.0	5.212774246567632e-05
LONRF1	8	0	0	0	1	1.0	3.2325429391404445e-05
LOXHD1	18	0	0	0	1	1.0	0.0
LOXL2	8	0	0	0	1	1.0	6.554726790878275e-05
LOXL3	2	0	0	0	1	1.0	6.149230469117642e-05
LPA	6	0	0	0	1	1.0	0.00014935551915129912
LPHN1	19	0	0	0	1	1.0	0.00013312087125614758
LPHN3	4	0	0	0	2	1.0	3.017387647004206e-09
LPIN2	18	0	0	0	1	1.0	6.142916127304105e-05
LPIN3	20	0	0	0	1	1.0	6.280572413254439e-05
LPPR3	19	0	0	0	1	1.0	3.414276847976676e-05
LRBA	4	0	0	0	1	1.0	0.0001772631706852917
LRCH1	13	0	0	0	1	1.0	4.482555579994245e-05
LRCH4	7	0	0	0	1	1.0	6.006678739717266e-05
LRIG2	1	0	0	0	1	1.0	6.875508508130249e-05
LRP1	12	0	0	0	2	1.0	8.548270825893245e-08
LRP1B	2	0	0	0	3	1.0	3.9474659802576545e-12
LRP2	2	0	1	0	2	4.57384499583431e-05	5.2640963224488805e-12
LRP5L	22	0	0	0	1	1.0	2.155970466096339e-05
LRP6	12	0	0	0	1	1.0	0.00010946488893013124
LRPPRC	2	0	0	0	1	1.0	8.083482598688839e-05
LRRC15	3	0	0	0	2	1.0	9.210166136375616e-10
LRRC32	11	0	0	0	2	1.0	1.2438865264687802e-09
LRRC37B	17	0	0	0	1	1.0	5.881793278228041e-05
LRRC4	7	0	0	0	1	1.0	4.951653263877543e-05
LRRC42	1	0	0	0	1	1.0	2.7143587483434517e-05
LRRC43	12	0	0	0	1	1.0	5.2997675798340175e-05
LRRC45	17	0	0	0	1	1.0	4.047712316344753e-05
LRRC46	17	0	1	0	0	3.15268547688168e-06	2.1249766982094788e-05
LRRC4C	11	0	0	0	1	1.0	4.102724155388251e-05
LRRC66	4	0	0	0	1	1.0	5.308018194975756e-05
LRRC7	1	0	0	0	1	1.0	9.59020464572961e-05
LRRIQ3	1	0	0	0	1	1.0	3.285093818000333e-05
LRRK1	15	0	0	0	1	1.0	0.00015529542262458546
LRTM2	12	0	0	0	1	1.0	3.0455188464070964e-05
LTBP1	2	0	0	0	1	1.0	0.00011133901390636632
LTK	15	0	0	0	1	1.0	6.110736068195678e-05
LYN	8	0	0	0	1	1.0	3.291129152214108e-05
LYSMD2	15	0	0	0	1	1.0	6.575732459179446e-06
LYST	1	0	0	0	1	1.0	0.0002239398772173318
LZTR1	22	0	0	0	3	1.0	6.685739973288475e-14
LZTS1	8	0	0	0	2	1.0	1.2508076621478843e-09
LZTS2	10	0	0	0	1	1.0	5.5419429204786145e-05
MACF1	1	0	0	0	1	1.0	0.00035385171126454175
MAGEA12	X	0	0	0	1	1.0	4.517511586427859e-06
MAGEC3	X	0	0	0	1	1.0	8.485506102656148e-06
MAGEE1	X	0	0	0	1	1.0	1.5833003075538887e-05
MAGEF1	3	0	0	0	1	1.0	2.5850143786433635e-05
MAK16	8	0	0	0	1	1.0	2.1701820572295487e-05
MALSU1	7	0	0	0	1	1.0	2.0575242214077356e-05
MAMDC4	9	0	0	0	1	1.0	8.621059633429201e-05
MAML2	11	0	0	0	1	1.0	5.9553298205260084e-05
MAN2A2	15	0	0	0	1	1.0	9.498159163270606e-05
MAN2C1	15	0	0	0	1	1.0	8.008350758182672e-05
MAP10	1	0	0	0	2	1.0	2.174232713412755e-09
MAP1B	5	0	0	0	1	1.0	0.00015318562724867386
MAP1LC3B	16	0	0	0	1	1.0	8.23868334296749e-06
MAP1S	19	1	0	0	0	7.291014763018345e-06	8.31022848281432e-05
MAP2	2	1	0	0	3	1.3545000347331435e-05	5.2147446173740736e-18
MAP2K7	19	0	0	0	1	1.0	3.634022143080608e-05
MAP3K19	2	0	1	0	0	1.0940105172513617e-05	7.557264740524141e-05
MAP3K3	17	1	0	0	0	7.177005575257488e-06	5.376675093523155e-05
MAP3K7	6	0	0	0	2	1.0	7.500091043677075e-10
MAP3K9	14	0	0	0	1	1.0	8.455907596838532e-05
MAP4K4	2	0	0	0	1	1.0	7.704261679096567e-05
MAP7D1	1	0	0	0	1	1.0	5.8846520389136654e-05
MAP7D2	X	0	0	0	1	1.0	1.1492720718856475e-05
MAP9	4	0	0	0	1	1.0	3.231744615297628e-05
MAPK15	8	0	0	0	1	1.0	4.8232737967152476e-05
MAPK8IP3	16	0	0	0	1	1.0	0.00013035101734854942
MAPRE2	18	0	0	0	1	1.0	1.8932840901404292e-05
MARCH2	19	0	0	0	1	1.0	2.278489302719449e-05
MARCH5	10	0	0	0	1	1.0	1.6777460395624245e-05
MAST2	1	0	0	0	2	1.0	8.366082381837314e-09
MAST3	19	0	0	0	1	1.0	0.00010866504551072613
MASTL	10	0	0	0	3	1.0	2.2095551295116943e-14
MATN1	1	0	0	0	1	1.0	3.8707792195258896e-05
